"Observer"	"Subject"	"Type"	"value"	"PrimeType"	"Estimate"	"Task"
"Absent"	96	"AResid"	0.0117442288452752	NA	"A"	"WIT"
"Present"	97	"AResid"	-0.186284376399047	NA	"A"	"WIT"
"Absent"	98	"AResid"	-0.12543120210862	NA	"A"	"WIT"
"Present"	99	"AResid"	-0.129381216629553	NA	"A"	"WIT"
"Absent"	100	"AResid"	0.241094852689068	NA	"A"	"WIT"
"Present"	101	"AResid"	-0.182608411686428	NA	"A"	"WIT"
"Absent"	102	"AResid"	-0.0664027268476352	NA	"A"	"WIT"
"Present"	103	"AResid"	0.34788515925289	NA	"A"	"WIT"
"Absent"	104	"AResid"	-0.0361778745836597	NA	"A"	"WIT"
"Present"	105	"AResid"	-0.0853060050299413	NA	"A"	"WIT"
"Absent"	106	"AResid"	-0.127746016923435	NA	"A"	"WIT"
"Present"	107	"AResid"	0.146373812142907	NA	"A"	"WIT"
"Absent"	108	"AResid"	0.099141820218144	NA	"A"	"WIT"
"Absent"	109	"AResid"	0.422675035185564	NA	"A"	"WIT"
"Present"	110	"AResid"	0.00182752505499763	NA	"A"	"WIT"
"Absent"	111	"AResid"	0.381302118778199	NA	"A"	"WIT"
"Present"	112	"AResid"	-0.231305285863316	NA	"A"	"WIT"
"Present"	113	"AResid"	0.0255968726523764	NA	"A"	"WIT"
"Absent"	114	"AResid"	-0.00773673346262066	NA	"A"	"WIT"
"Present"	115	"AResid"	0.0366881301362929	NA	"A"	"WIT"
"Absent"	116	"AResid"	0.023393042955792	NA	"A"	"WIT"
"Present"	117	"AResid"	-0.211364534059007	NA	"A"	"WIT"
"Absent"	118	"AResid"	0.159756679319428	NA	"A"	"WIT"
"Present"	119	"AResid"	0.0713991018017397	NA	"A"	"WIT"
"Absent"	120	"AResid"	0.0170830932862877	NA	"A"	"WIT"
"Present"	121	"AResid"	-0.0676342218509717	NA	"A"	"WIT"
"Absent"	122	"AResid"	-0.0325162647692805	NA	"A"	"WIT"
"Present"	123	"AResid"	-0.300029752282494	NA	"A"	"WIT"
"Absent"	124	"AResid"	0.0584132391089505	NA	"A"	"WIT"
"Present"	125	"AResid"	-0.130782168834016	NA	"A"	"WIT"
"Absent"	126	"AResid"	0.27862713848518	NA	"A"	"WIT"
"Present"	127	"AResid"	-0.193883583061001	NA	"A"	"WIT"
"Absent"	128	"AResid"	-0.336740725918144	NA	"A"	"WIT"
"Present"	129	"AResid"	-0.0256478542543537	NA	"A"	"WIT"
"Absent"	130	"AResid"	0.0668050560067022	NA	"A"	"WIT"
"Present"	131	"AResid"	-0.0375317355905398	NA	"A"	"WIT"
"Absent"	132	"AResid"	0.0624527171966812	NA	"A"	"WIT"
"Present"	133	"AResid"	-0.0795978687752866	NA	"A"	"WIT"
"Absent"	134	"AResid"	-0.106094174153532	NA	"A"	"WIT"
"Present"	135	"AResid"	-0.247726465855039	NA	"A"	"WIT"
"Absent"	136	"AResid"	-0.0963618851509497	NA	"A"	"WIT"
"Present"	137	"AResid"	0.213409824150318	NA	"A"	"WIT"
"Present"	138	"AResid"	-0.29932984205677	NA	"A"	"WIT"
"Absent"	139	"AResid"	-0.0940152651303937	NA	"A"	"WIT"
"Absent"	140	"AResid"	-0.240925632032131	NA	"A"	"WIT"
"Present"	141	"AResid"	0.234687845510428	NA	"A"	"WIT"
"Absent"	142	"AResid"	0.141721643530247	NA	"A"	"WIT"
"Present"	143	"AResid"	0.118052129150294	NA	"A"	"WIT"
"Absent"	144	"AResid"	-0.116477580712709	NA	"A"	"WIT"
"Present"	145	"AResid"	0.0852506968449116	NA	"A"	"WIT"
"Absent"	146	"AResid"	0.255757609287308	NA	"A"	"WIT"
"Present"	147	"AResid"	-0.0800172197409553	NA	"A"	"WIT"
"Absent"	148	"AResid"	-0.0449721010733964	NA	"A"	"WIT"
"Present"	149	"AResid"	0.0765722190262701	NA	"A"	"WIT"
"Absent"	150	"AResid"	0.114729712424392	NA	"A"	"WIT"
"Present"	151	"AResid"	-0.0507118969482759	NA	"A"	"WIT"
"Absent"	152	"AResid"	0.0869243631275576	NA	"A"	"WIT"
"Present"	153	"AResid"	0.253302160266579	NA	"A"	"WIT"
"Absent"	154	"AResid"	0.107748273900919	NA	"A"	"WIT"
"Present"	155	"AResid"	-0.0550978618605566	NA	"A"	"WIT"
"Absent"	156	"AResid"	-0.240564545122575	NA	"A"	"WIT"
"Present"	157	"AResid"	-0.0759350989251374	NA	"A"	"WIT"
"Present"	159	"AResid"	-0.0235163028918446	NA	"A"	"WIT"
"Absent"	160	"AResid"	-0.062959084516361	NA	"A"	"WIT"
"Present"	161	"AResid"	-0.299511267432992	NA	"A"	"WIT"
"Absent"	162	"AResid"	-0.15538730796986	NA	"A"	"WIT"
"Present"	163	"AResid"	0.175856230058283	NA	"A"	"WIT"
"Absent"	164	"AResid"	-0.141564531293115	NA	"A"	"WIT"
"Present"	165	"AResid"	-0.252941141636289	NA	"A"	"WIT"
"Absent"	166	"AResid"	0.266270527086321	NA	"A"	"WIT"
"Present"	167	"AResid"	-0.18900390825999	NA	"A"	"WIT"
"Absent"	168	"AResid"	-0.123794845386986	NA	"A"	"WIT"
"Present"	169	"AResid"	-0.218592106804984	NA	"A"	"WIT"
"Absent"	170	"AResid"	0.11717034871011	NA	"A"	"WIT"
"Present"	171	"AResid"	-0.162911506459008	NA	"A"	"WIT"
"Absent"	172	"AResid"	-0.0870269075911918	NA	"A"	"WIT"
"Present"	173	"AResid"	-0.327794161844709	NA	"A"	"WIT"
"Absent"	174	"AResid"	0.0976028766996935	NA	"A"	"WIT"
"Present"	175	"AResid"	0.0662639104515287	NA	"A"	"WIT"
"Absent"	176	"AResid"	-0.335424724756469	NA	"A"	"WIT"
"Present"	177	"AResid"	0.211354300988919	NA	"A"	"WIT"
"Absent"	178	"AResid"	0.2937789060483	NA	"A"	"WIT"
"Present"	179	"AResid"	-0.0389898442129315	NA	"A"	"WIT"
"Absent"	180	"AResid"	0.0559238596904895	NA	"A"	"WIT"
"Present"	181	"AResid"	-0.0607378668391622	NA	"A"	"WIT"
"Absent"	182	"AResid"	-0.138827663737382	NA	"A"	"WIT"
"Present"	183	"AResid"	0.0726676838760824	NA	"A"	"WIT"
"Absent"	184	"AResid"	0.182368793742542	NA	"A"	"WIT"
"Present"	185	"AResid"	-0.014643310119893	NA	"A"	"WIT"
"Absent"	186	"AResid"	-0.159073475429113	NA	"A"	"WIT"
"Present"	187	"AResid"	-0.00472677549960153	NA	"A"	"WIT"
"Absent"	188	"AResid"	-0.0891214169788469	NA	"A"	"WIT"
"Present"	189	"AResid"	-0.306118192271071	NA	"A"	"WIT"
"Absent"	190	"AResid"	-0.0913494816843484	NA	"A"	"WIT"
"Present"	191	"AResid"	-0.091629621568262	NA	"A"	"WIT"
"Absent"	192	"AResid"	-0.00420983231753884	NA	"A"	"WIT"
"Present"	193	"AResid"	0.0726604560586472	NA	"A"	"WIT"
"Absent"	194	"AResid"	0.163527774104091	NA	"A"	"WIT"
"Present"	195	"AResid"	0.199825952009655	NA	"A"	"WIT"
"Absent"	196	"AResid"	-0.0312864227787385	NA	"A"	"WIT"
"Present"	197	"AResid"	0.00250262825011116	NA	"A"	"WIT"
"Absent"	198	"AResid"	0.166531539572729	NA	"A"	"WIT"
"Present"	199	"AResid"	0.0335621428414597	NA	"A"	"WIT"
"Absent"	200	"AResid"	0.103135971640941	NA	"A"	"WIT"
"Present"	201	"AResid"	0.255784365063682	NA	"A"	"WIT"
"Absent"	202	"AResid"	0.108435468706885	NA	"A"	"WIT"
"Present"	203	"AResid"	-0.201964525761331	NA	"A"	"WIT"
"Absent"	204	"AResid"	0.121477884400188	NA	"A"	"WIT"
"Present"	205	"AResid"	0.361855973229722	NA	"A"	"WIT"
"Absent"	206	"AResid"	-0.0414534298920505	NA	"A"	"WIT"
"Absent"	2	"DiffA"	-0.105454545454546	NA	"A"	"WIT"
"Present"	3	"DiffA"	-0.369909502262443	NA	"A"	"WIT"
"Absent"	4	"DiffA"	0.256038647342995	NA	"A"	"WIT"
"Present"	5	"DiffA"	-0.232323232323232	NA	"A"	"WIT"
"Absent"	6	"DiffA"	0.0196078431372549	NA	"A"	"WIT"
"Absent"	8	"DiffA"	0.179347826086956	NA	"A"	"WIT"
"Absent"	10	"DiffA"	-0.178683385579937	NA	"A"	"WIT"
"Present"	11	"DiffA"	0.380392156862745	NA	"A"	"WIT"
"Absent"	12	"DiffA"	-0.155870445344129	NA	"A"	"WIT"
"Present"	13	"DiffA"	-0.02	NA	"A"	"WIT"
"Absent"	14	"DiffA"	0.0199999999999999	NA	"A"	"WIT"
"Present"	15	"DiffA"	0.217255717255717	NA	"A"	"WIT"
"Absent"	16	"DiffA"	-0.315384615384615	NA	"A"	"WIT"
"Present"	17	"DiffA"	-0.267654751525719	NA	"A"	"WIT"
"Absent"	18	"DiffA"	0.0625798212005109	NA	"A"	"WIT"
"Absent"	20	"DiffA"	0.0333333333333332	NA	"A"	"WIT"
"Present"	21	"DiffA"	0.305555555555556	NA	"A"	"WIT"
"Absent"	22	"DiffA"	0.173913043478261	NA	"A"	"WIT"
"Present"	23	"DiffA"	0.0719640179910045	NA	"A"	"WIT"
"Absent"	24	"DiffA"	0.398692810457516	NA	"A"	"WIT"
"Present"	25	"DiffA"	-0.0928571428571429	NA	"A"	"WIT"
"Absent"	26	"DiffA"	-0.0666666666666667	NA	"A"	"WIT"
"Present"	27	"DiffA"	0.00384615384615378	NA	"A"	"WIT"
"Absent"	28	"DiffA"	0.0876068376068376	NA	"A"	"WIT"
"Present"	29	"DiffA"	0.0892169448010271	NA	"A"	"WIT"
"Absent"	30	"DiffA"	-0.314144736842105	NA	"A"	"WIT"
"Absent"	32	"DiffA"	0.0251937984496124	NA	"A"	"WIT"
"Present"	33	"DiffA"	0.010897435897436	NA	"A"	"WIT"
"Absent"	34	"DiffA"	-0.136363636363636	NA	"A"	"WIT"
"Present"	35	"DiffA"	0.239130434782609	NA	"A"	"WIT"
"Absent"	36	"DiffA"	0.11219512195122	NA	"A"	"WIT"
"Present"	37	"DiffA"	0.437908496732026	NA	"A"	"WIT"
"Absent"	38	"DiffA"	0.14500683994528	NA	"A"	"WIT"
"Present"	39	"DiffA"	0.106719367588933	NA	"A"	"WIT"
"Absent"	40	"DiffA"	-0.138888888888889	NA	"A"	"WIT"
"Present"	41	"DiffA"	0.0833333333333334	NA	"A"	"WIT"
"Absent"	42	"DiffA"	0.6	NA	"A"	"WIT"
"Present"	43	"DiffA"	-0.111111111111111	NA	"A"	"WIT"
"Absent"	44	"DiffA"	0.134290540540541	NA	"A"	"WIT"
"Present"	45	"DiffA"	0.262672811059908	NA	"A"	"WIT"
"Absent"	46	"DiffA"	-0.119047619047619	NA	"A"	"WIT"
"Present"	47	"DiffA"	-0.363636363636364	NA	"A"	"WIT"
"Absent"	48	"DiffA"	-0.0401544401544401	NA	"A"	"WIT"
"Absent"	49	"DiffA"	0.238095238095238	NA	"A"	"WIT"
"Present"	50	"DiffA"	0.156349206349206	NA	"A"	"WIT"
"Absent"	52	"DiffA"	-0.255882352941176	NA	"A"	"WIT"
"Present"	53	"DiffA"	0.238095238095238	NA	"A"	"WIT"
"Absent"	54	"DiffA"	0.0920303605313094	NA	"A"	"WIT"
"Present"	55	"DiffA"	0.288888888888889	NA	"A"	"WIT"
"Absent"	56	"DiffA"	-0.0347826086956521	NA	"A"	"WIT"
"Present"	57	"DiffA"	-0.0196078431372549	NA	"A"	"WIT"
"Absent"	58	"DiffA"	0.473214285714286	NA	"A"	"WIT"
"Present"	59	"DiffA"	0.0586956521739131	NA	"A"	"WIT"
"Absent"	60	"DiffA"	-0.3125	NA	"A"	"WIT"
"Present"	61	"DiffA"	0.08	NA	"A"	"WIT"
"Absent"	62	"DiffA"	0.317460317460317	NA	"A"	"WIT"
"Present"	63	"DiffA"	-0.439393939393939	NA	"A"	"WIT"
"Absent"	64	"DiffA"	-0.0559540889526543	NA	"A"	"WIT"
"Present"	65	"DiffA"	0.0192982456140351	NA	"A"	"WIT"
"Absent"	66	"DiffA"	0.483333333333333	NA	"A"	"WIT"
"Present"	67	"DiffA"	0.232142857142857	NA	"A"	"WIT"
"Absent"	68	"DiffA"	0.0620031796502385	NA	"A"	"WIT"
"Present"	69	"DiffA"	-0.0470588235294118	NA	"A"	"WIT"
"Absent"	70	"DiffA"	-0.0901515151515151	NA	"A"	"WIT"
"Present"	71	"DiffA"	0.193633952254642	NA	"A"	"WIT"
"Absent"	72	"DiffA"	0.00588235294117634	NA	"A"	"WIT"
"Present"	73	"DiffA"	0.0434782608695653	NA	"A"	"WIT"
"Absent"	74	"DiffA"	-0.0540796963946869	NA	"A"	"WIT"
"Present"	75	"DiffA"	-0.0119148936170212	NA	"A"	"WIT"
"Absent"	76	"DiffA"	-0.0494623655913978	NA	"A"	"WIT"
"Present"	77	"DiffA"	-0.0692599620493359	NA	"A"	"WIT"
"Absent"	78	"DiffA"	0.0579710144927537	NA	"A"	"WIT"
"Present"	79	"DiffA"	0.222222222222222	NA	"A"	"WIT"
"Absent"	80	"DiffA"	-0.00526315789473686	NA	"A"	"WIT"
"Present"	81	"DiffA"	0.271929824561403	NA	"A"	"WIT"
"Absent"	82	"DiffA"	0.0269277845777234	NA	"A"	"WIT"
"Present"	83	"DiffA"	0.472592592592593	NA	"A"	"WIT"
"Absent"	84	"DiffA"	0.186813186813187	NA	"A"	"WIT"
"Present"	85	"DiffA"	0.552123552123552	NA	"A"	"WIT"
"Absent"	86	"DiffA"	0.133928571428571	NA	"A"	"WIT"
"Present"	87	"DiffA"	-0.0175824175824175	NA	"A"	"WIT"
"Absent"	88	"DiffA"	0.514726507713885	NA	"A"	"WIT"
"Present"	89	"DiffA"	0.0261437908496732	NA	"A"	"WIT"
"Absent"	90	"DiffA"	-0.253968253968254	NA	"A"	"WIT"
"Present"	91	"DiffA"	0.0545454545454545	NA	"A"	"WIT"
"Absent"	92	"DiffA"	-0.111827956989247	NA	"A"	"WIT"
"Present"	93	"DiffA"	-0.284632034632035	NA	"A"	"WIT"
"Absent"	94	"DiffA"	0.0714285714285715	NA	"A"	"WIT"
"Present"	95	"DiffA"	0.705228031145718	NA	"A"	"WIT"
"Absent"	96	"DiffA"	-0.131578947368421	NA	"A"	"WIT"
"Present"	97	"DiffA"	-0.164222873900293	NA	"A"	"WIT"
"Absent"	98	"DiffA"	-0.145833333333333	NA	"A"	"WIT"
"Present"	99	"DiffA"	-0.383333333333333	NA	"A"	"WIT"
"Absent"	100	"DiffA"	0.127272727272727	NA	"A"	"WIT"
"Present"	101	"DiffA"	-0.469924812030075	NA	"A"	"WIT"
"Absent"	102	"DiffA"	-0.0664961636828645	NA	"A"	"WIT"
"Present"	103	"DiffA"	0.119883040935673	NA	"A"	"WIT"
"Absent"	104	"DiffA"	-0.15	NA	"A"	"WIT"
"Present"	105	"DiffA"	0.0316742081447965	NA	"A"	"WIT"
"Absent"	106	"DiffA"	-0.148148148148148	NA	"A"	"WIT"
"Present"	107	"DiffA"	0.0984952120383037	NA	"A"	"WIT"
"Absent"	108	"DiffA"	0.182539682539683	NA	"A"	"WIT"
"Absent"	109	"DiffA"	0.197916666666667	NA	"A"	"WIT"
"Present"	110	"DiffA"	0.0913312693498452	NA	"A"	"WIT"
"Absent"	111	"DiffA"	0.160714285714285	NA	"A"	"WIT"
"Present"	112	"DiffA"	-0.407407407407407	NA	"A"	"WIT"
"Present"	113	"DiffA"	0.0789473684210526	NA	"A"	"WIT"
"Absent"	114	"DiffA"	0.361111111111111	NA	"A"	"WIT"
"Present"	115	"DiffA"	0.03239289446186	NA	"A"	"WIT"
"Absent"	116	"DiffA"	0.0454545454545454	NA	"A"	"WIT"
"Present"	117	"DiffA"	-0.20952380952381	NA	"A"	"WIT"
"Absent"	118	"DiffA"	0.181818181818182	NA	"A"	"WIT"
"Present"	119	"DiffA"	0.0651515151515152	NA	"A"	"WIT"
"Absent"	120	"DiffA"	0.152380952380952	NA	"A"	"WIT"
"Present"	121	"DiffA"	0.0818181818181818	NA	"A"	"WIT"
"Absent"	122	"DiffA"	0.030920060331825	NA	"A"	"WIT"
"Present"	123	"DiffA"	-0.0609318996415771	NA	"A"	"WIT"
"Absent"	124	"DiffA"	-0.013888888888889	NA	"A"	"WIT"
"Present"	125	"DiffA"	0.0686274509803922	NA	"A"	"WIT"
"Absent"	126	"DiffA"	0.375	NA	"A"	"WIT"
"Present"	127	"DiffA"	-0.214285714285714	NA	"A"	"WIT"
"Absent"	128	"DiffA"	-0.357142857142857	NA	"A"	"WIT"
"Present"	129	"DiffA"	0.1875	NA	"A"	"WIT"
"Absent"	130	"DiffA"	0.159151193633952	NA	"A"	"WIT"
"Present"	131	"DiffA"	-0.235109717868339	NA	"A"	"WIT"
"Absent"	132	"DiffA"	0.265446224256293	NA	"A"	"WIT"
"Present"	133	"DiffA"	-0.1	NA	"A"	"WIT"
"Absent"	134	"DiffA"	0.165441176470588	NA	"A"	"WIT"
"Present"	135	"DiffA"	-0.417953116066324	NA	"A"	"WIT"
"Absent"	136	"DiffA"	0.253694581280788	NA	"A"	"WIT"
"Present"	137	"DiffA"	0.202945990180033	NA	"A"	"WIT"
"Present"	138	"DiffA"	0.11	NA	"A"	"WIT"
"Absent"	139	"DiffA"	-0.195652173913043	NA	"A"	"WIT"
"Absent"	140	"DiffA"	-0.0277777777777778	NA	"A"	"WIT"
"Present"	141	"DiffA"	0.214285714285715	NA	"A"	"WIT"
"Absent"	142	"DiffA"	0.240810202550638	NA	"A"	"WIT"
"Present"	143	"DiffA"	0.0642857142857143	NA	"A"	"WIT"
"Absent"	144	"DiffA"	-0.264270613107822	NA	"A"	"WIT"
"Present"	145	"DiffA"	-0.0285714285714286	NA	"A"	"WIT"
"Absent"	146	"DiffA"	0.141935483870968	NA	"A"	"WIT"
"Present"	147	"DiffA"	-0.222271517302573	NA	"A"	"WIT"
"Absent"	148	"DiffA"	-0.0342342342342342	NA	"A"	"WIT"
"Present"	149	"DiffA"	0.119291705498602	NA	"A"	"WIT"
"Absent"	150	"DiffA"	0.0137931034482759	NA	"A"	"WIT"
"Present"	151	"DiffA"	0.0401002506265665	NA	"A"	"WIT"
"Absent"	152	"DiffA"	0.222222222222222	NA	"A"	"WIT"
"Present"	153	"DiffA"	0.7	NA	"A"	"WIT"
"Absent"	154	"DiffA"	-0.0923076923076923	NA	"A"	"WIT"
"Present"	155	"DiffA"	0.0357142857142858	NA	"A"	"WIT"
"Absent"	156	"DiffA"	-0.416666666666667	NA	"A"	"WIT"
"Present"	157	"DiffA"	0.174089068825911	NA	"A"	"WIT"
"Present"	159	"DiffA"	-0.0589861751152074	NA	"A"	"WIT"
"Absent"	160	"DiffA"	-0.014161220043573	NA	"A"	"WIT"
"Present"	161	"DiffA"	-0.344497607655502	NA	"A"	"WIT"
"Absent"	162	"DiffA"	-0.195251937984496	NA	"A"	"WIT"
"Present"	163	"DiffA"	0.216380182002022	NA	"A"	"WIT"
"Absent"	164	"DiffA"	-0.0952380952380952	NA	"A"	"WIT"
"Present"	165	"DiffA"	-0.331730769230769	NA	"A"	"WIT"
"Absent"	166	"DiffA"	0.509881422924901	NA	"A"	"WIT"
"Present"	167	"DiffA"	0.13030303030303	NA	"A"	"WIT"
"Absent"	168	"DiffA"	-0.255411255411255	NA	"A"	"WIT"
"Present"	169	"DiffA"	-0.355769230769231	NA	"A"	"WIT"
"Absent"	170	"DiffA"	0.349780701754386	NA	"A"	"WIT"
"Present"	171	"DiffA"	-0.204545454545455	NA	"A"	"WIT"
"Absent"	172	"DiffA"	-0.212903225806452	NA	"A"	"WIT"
"Present"	173	"DiffA"	-0.296296296296296	NA	"A"	"WIT"
"Absent"	174	"DiffA"	-0.117424242424242	NA	"A"	"WIT"
"Present"	175	"DiffA"	0.279411764705882	NA	"A"	"WIT"
"Absent"	176	"DiffA"	-0.337142857142857	NA	"A"	"WIT"
"Present"	177	"DiffA"	0.124223602484472	NA	"A"	"WIT"
"Absent"	178	"DiffA"	0.0982142857142859	NA	"A"	"WIT"
"Present"	179	"DiffA"	0.111498257839721	NA	"A"	"WIT"
"Absent"	180	"DiffA"	0.217171717171717	NA	"A"	"WIT"
"Present"	181	"DiffA"	-0.05	NA	"A"	"WIT"
"Absent"	182	"DiffA"	-0.235664335664336	NA	"A"	"WIT"
"Present"	183	"DiffA"	0.00555555555555554	NA	"A"	"WIT"
"Absent"	184	"DiffA"	0.0952380952380951	NA	"A"	"WIT"
"Present"	185	"DiffA"	0.177272727272727	NA	"A"	"WIT"
"Absent"	186	"DiffA"	-0.20866935483871	NA	"A"	"WIT"
"Present"	187	"DiffA"	0.0527210884353741	NA	"A"	"WIT"
"Absent"	188	"DiffA"	-0.411764705882353	NA	"A"	"WIT"
"Present"	189	"DiffA"	-0.368983957219251	NA	"A"	"WIT"
"Absent"	190	"DiffA"	0.0283783783783784	NA	"A"	"WIT"
"Present"	191	"DiffA"	0.0108892921960073	NA	"A"	"WIT"
"Absent"	192	"DiffA"	-0.0360046457607433	NA	"A"	"WIT"
"Present"	193	"DiffA"	0.248138957816377	NA	"A"	"WIT"
"Absent"	194	"DiffA"	0.172940534642662	NA	"A"	"WIT"
"Present"	195	"DiffA"	0.360544217687075	NA	"A"	"WIT"
"Absent"	196	"DiffA"	0.228571428571429	NA	"A"	"WIT"
"Present"	197	"DiffA"	0.101591187270502	NA	"A"	"WIT"
"Absent"	198	"DiffA"	0.0911764705882353	NA	"A"	"WIT"
"Present"	199	"DiffA"	0.2	NA	"A"	"WIT"
"Absent"	200	"DiffA"	0.468599033816425	NA	"A"	"WIT"
"Present"	201	"DiffA"	0.422222222222222	NA	"A"	"WIT"
"Absent"	202	"DiffA"	0.154761904761905	NA	"A"	"WIT"
"Present"	203	"DiffA"	-0.0666666666666667	NA	"A"	"WIT"
"Absent"	204	"DiffA"	0.0303030303030304	NA	"A"	"WIT"
"Present"	205	"DiffA"	0.274725274725275	NA	"A"	"WIT"
"Absent"	206	"DiffA"	-0.151300236406619	NA	"A"	"WIT"
