id,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16
9494780,14,1,14,1,15,0,15,0,13,2,14,1,14,1,15,0
9495782,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9495865,15,0,15,0,15,0,14,1,14,1,15,0,15,0,14,1
9495877,15,0,15,0,15,0,15,0,13,2,13,2,14,1,15,0
9496647,14,1,14,1,15,0,14,1,15,0,14,1,15,0,14,1
9497556,15,0,15,0,15,0,14,1,12,3,12,3,15,0,14,1
9497706,12,3,15,0,15,0,14,1,14,1,14,1,14,1,13,2
9497997,14,1,11,4,15,0,15,0,14,1,15,0,12,3,14,1
9498560,15,0,14,1,15,0,15,0,12,3,14,1,15,0,15,0
9498563,15,0,14,1,15,0,15,0,14,1,15,0,15,0,14,1
9499394,15,0,14,1,15,0,15,0,14,1,15,0,15,0,14,1
9499398,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9499958,15,0,15,0,15,0,14,1,15,0,14,1,15,0,15,0
9500202,15,0,15,0,13,2,15,0,14,1,15,0,15,0,15,0
9500274,12,3,14,1,14,1,14,1,13,2,15,0,15,0,15,0
9500604,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9500938,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9501261,13,2,11,4,14,1,14,1,14,1,14,1,12,3,13,2
9501643,14,1,15,0,15,0,14,1,12,3,11,4,12,3,13,2
9503489,14,1,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9504215,14,1,15,0,15,0,15,0,15,0,15,0,12,3,13,2
9504871,8,7,8,7,14,1,12,3,14,1,15,0,15,0,8,7
9507109,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9507293,11,4,13,2,15,0,14,1,12,3,13,2,13,2,15,0
9507374,15,0,14,1,14,1,13,2,15,0,14,1,15,0,14,1
9442541,15,0,14,1,14,1,15,0,15,0,15,0,14,1,15,0
9442859,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9442941,15,0,13,2,15,0,15,0,10,5,15,0,13,2,15,0
9443068,14,1,14,1,15,0,14,1,12,3,14,1,14,1,11,4
9443297,15,0,14,1,15,0,15,0,15,0,15,0,15,0,14,1
9445161,15,0,13,2,14,1,13,2,14,1,14,1,14,1,13,2
9445313,14,1,15,0,14,1,15,0,15,0,15,0,15,0,14,1
9445778,15,0,14,1,13,2,13,2,11,4,13,2,14,1,14,1
9445968,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9445979,15,0,13,2,15,0,15,0,14,1,15,0,14,1,12,3
9446070,15,0,15,0,15,0,15,0,15,0,15,0,13,2,14,1
9446148,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9446547,14,1,15,0,15,0,15,0,14,1,15,0,14,1,14,1
9446713,14,1,14,1,14,1,15,0,14,1,15,0,14,1,13,2
9447303,15,0,14,1,15,0,15,0,15,0,13,2,15,0,12,3
9448080,14,1,14,1,15,0,15,0,15,0,15,0,14,1,14,1
9448145,14,1,14,1,15,0,11,4,15,0,15,0,13,2,13,2
9448350,13,2,15,0,15,0,15,0,15,0,15,0,15,0,13,2
9448503,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9448787,15,0,14,1,15,0,15,0,14,1,15,0,12,3,13,2
9449335,15,0,15,0,15,0,14,1,13,2,15,0,13,2,15,0
9449982,15,0,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9450000,15,0,15,0,14,1,15,0,15,0,14,1,14,1,15,0
9450360,14,1,14,1,14,1,15,0,15,0,14,1,15,0,15,0
9450540,12,3,14,1,14,1,15,0,14,1,15,0,11,4,11,4
9451718,13,2,14,1,14,1,13,2,15,0,15,0,14,1,15,0
9451948,13,2,9,6,15,0,13,2,14,1,14,1,15,0,15,0
9451983,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9452040,14,1,14,1,14,1,15,0,10,5,12,3,10,5,11,4
9452066,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9452167,10,5,10,5,12,3,13,2,15,0,13,2,13,2,11,4
9452446,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9452647,13,2,15,0,15,0,15,0,15,0,13,2,12,3,14,1
9453356,12,3,15,0,14,1,14,1,15,0,14,1,14,1,13,2
9454290,14,1,14,1,15,0,13,2,15,0,15,0,14,1,13,2
9454463,15,0,14,1,15,0,15,0,14,1,14,1,13,2,11,4
9454471,15,0,15,0,15,0,14,1,15,0,15,0,15,0,14,1
9454485,13,2,10,5,12,3,8,7,14,1,15,0,13,2,12,3
9454514,15,0,14,1,15,0,14,1,14,1,14,1,14,1,15,0
9454950,13,2,12,3,14,1,15,0,14,1,15,0,15,0,15,0
9455372,15,0,15,0,14,1,13,2,8,7,12,3,12,3,13,2
9455528,14,1,15,0,15,0,14,1,15,0,13,2,14,1,13,2
9455580,15,0,13,2,15,0,15,0,15,0,15,0,13,2,15,0
9456023,14,1,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9456045,15,0,15,0,14,1,13,2,13,2,14,1,15,0,15,0
9456781,13,2,14,1,14,1,15,0,15,0,14,1,14,1,15,0
9456823,14,1,14,1,15,0,14,1,15,0,13,2,15,0,14,1
9456846,14,1,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9457092,15,0,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9457137,15,0,15,0,15,0,15,0,13,2,14,1,15,0,15,0
9457194,14,1,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9457324,15,0,15,0,15,0,14,1,15,0,15,0,15,0,13,2
9457347,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9457389,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9457473,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9457517,14,1,12,3,15,0,14,1,13,2,14,1,15,0,15,0
9457545,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9457577,14,1,15,0,15,0,15,0,13,2,14,1,14,1,15,0
9457693,14,1,15,0,14,1,15,0,15,0,15,0,14,1,15,0
9458251,15,0,15,0,15,0,14,1,15,0,15,0,13,2,15,0
9459285,15,0,15,0,15,0,13,2,15,0,15,0,15,0,15,0
9459295,15,0,13,2,15,0,14,1,13,2,14,1,15,0,14,1
9459335,14,1,13,2,15,0,14,1,14,1,15,0,13,2,14,1
9459615,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0
9459929,14,1,14,1,12,3,14,1,13,2,15,0,15,0,14,1
9460004,14,1,14,1,15,0,14,1,13,2,14,1,15,0,14,1
9460329,15,0,15,0,15,0,15,0,12,3,5,10,14,1,14,1
9460790,15,0,15,0,14,1,15,0,15,0,14,1,14,1,13,2
9461380,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9461778,15,0,14,1,15,0,15,0,12,3,12,3,11,4,13,2
9462098,14,1,14,1,15,0,15,0,13,2,13,2,13,2,13,2
9462210,14,1,14,1,14,1,14,1,13,2,12,3,12,3,13,2
9462300,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9462383,15,0,15,0,15,0,15,0,15,0,14,1,13,2,13,2
9463610,14,1,15,0,15,0,15,0,14,1,15,0,15,0,12,3
9463757,12,3,13,2,15,0,14,1,14,1,14,1,15,0,13,2
9464215,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9464259,12,3,13,2,14,1,14,1,13,2,11,4,14,1,14,1
9464547,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9464662,15,0,14,1,15,0,15,0,15,0,13,2,14,1,15,0
9464807,14,1,13,2,15,0,15,0,15,0,15,0,15,0,15,0
9465416,14,1,14,1,15,0,15,0,12,3,13,2,14,1,14,1
9465464,14,1,15,0,15,0,14,1,15,0,10,5,14,1,13,2
9465476,14,1,12,3,13,2,14,1,15,0,14,1,14,1,15,0
9465810,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9465994,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9466295,13,2,13,2,15,0,14,1,15,0,15,0,14,1,14,1
9466442,14,1,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9466591,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9466604,13,2,14,1,15,0,14,1,12,3,12,3,15,0,15,0
9466626,15,0,15,0,14,1,14,1,10,5,11,4,12,3,12,3
9466649,14,1,13,2,15,0,15,0,12,3,13,2,15,0,15,0
9466736,15,0,13,2,15,0,15,0,15,0,15,0,14,1,13,2
9466887,15,0,15,0,14,1,13,2,13,2,12,3,15,0,15,0
9467039,14,1,14,1,15,0,15,0,15,0,13,2,15,0,15,0
9467163,15,0,13,2,15,0,15,0,15,0,14,1,14,1,13,2
9467589,15,0,15,0,15,0,14,1,15,0,14,1,15,0,15,0
9467751,10,5,15,0,14,1,15,0,10,5,13,2,12,3,13,2
9467767,15,0,13,2,14,1,14,1,11,4,13,2,14,1,13,2
9467918,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9468212,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9468711,14,1,15,0,14,1,14,1,13,2,11,4,13,2,15,0
9469027,14,1,15,0,15,0,14,1,15,0,14,1,13,2,12,3
9469549,14,1,14,1,15,0,14,1,12,3,14,1,11,4,12,3
9470057,14,1,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9470308,14,1,15,0,14,1,14,1,15,0,15,0,15,0,15,0
9470925,11,4,9,6,15,0,14,1,13,2,11,4,15,0,15,0
9471777,13,2,14,1,12,3,14,1,12,3,15,0,14,1,13,2
9472071,15,0,13,2,15,0,15,0,13,2,14,1,15,0,13,2
9472406,14,1,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9472473,15,0,13,2,14,1,15,0,15,0,15,0,11,4,12,3
9473011,13,2,14,1,15,0,14,1,15,0,15,0,13,2,15,0
9473273,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9473487,14,1,13,2,15,0,15,0,15,0,15,0,13,2,14,1
9473549,14,1,14,1,13,2,12,3,15,0,14,1,11,4,14,1
9473577,15,0,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9473685,12,3,11,4,14,1,12,3,11,4,12,3,15,0,14,1
9473790,15,0,14,1,15,0,14,1,15,0,15,0,14,1,14,1
9473954,15,0,13,2,14,1,15,0,14,1,13,2,10,5,12,3
9474261,15,0,15,0,15,0,14,1,15,0,15,0,14,1,15,0
9474474,14,1,15,0,15,0,13,2,14,1,14,1,15,0,15,0
9474578,15,0,15,0,15,0,14,1,15,0,15,0,12,3,14,1
9475613,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0
9475813,14,1,15,0,15,0,14,1,15,0,15,0,14,1,15,0
9476942,15,0,15,0,14,1,15,0,15,0,15,0,13,2,15,0
9477292,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9477544,15,0,14,1,15,0,14,1,15,0,12,3,14,1,14,1
9477982,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9478294,13,2,11,4,12,3,12,3,14,1,14,1,14,1,14,1
9479049,13,2,14,1,15,0,15,0,14,1,15,0,15,0,14,1
9479285,15,0,14,1,15,0,14,1,13,2,15,0,15,0,15,0
9480613,15,0,13,2,14,1,13,2,15,0,15,0,13,2,14,1
9480797,14,1,15,0,15,0,14,1,12,3,14,1,14,1,13,2
9481116,15,0,15,0,15,0,14,1,15,0,15,0,13,2,13,2
9481219,14,1,15,0,14,1,15,0,15,0,15,0,15,0,14,1
9481619,15,0,15,0,14,1,14,1,14,1,14,1,15,0,15,0
9481752,13,2,15,0,13,2,15,0,14,1,15,0,15,0,15,0
9483356,14,1,14,1,15,0,13,2,14,1,15,0,13,2,15,0
9483409,15,0,12,3,15,0,15,0,15,0,15,0,13,2,15,0
9483756,15,0,14,1,15,0,15,0,15,0,15,0,15,0,14,1
9483894,13,2,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9484431,14,1,15,0,15,0,15,0,14,1,15,0,15,0,12,3
9484827,14,1,14,1,14,1,15,0,14,1,15,0,13,2,14,1
9484902,14,1,14,1,15,0,13,2,13,2,12,3,14,1,12,3
9485033,15,0,15,0,14,1,13,2,13,2,13,2,15,0,15,0
9485614,15,0,15,0,13,2,15,0,15,0,13,2,10,5,12,3
9486669,14,1,15,0,15,0,14,1,15,0,15,0,15,0,15,0
9486743,15,0,13,2,15,0,14,1,14,1,15,0,14,1,15,0
9487537,12,3,13,2,15,0,15,0,13,2,14,1,12,3,15,0
9487854,13,2,13,2,15,0,15,0,15,0,15,0,15,0,11,4
9488117,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9488640,15,0,14,1,14,1,15,0,13,2,15,0,13,2,12,3
9488739,15,0,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9489117,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9489130,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2
9489273,14,1,15,0,15,0,14,1,15,0,15,0,13,2,15,0
9489934,15,0,14,1,15,0,14,1,13,2,15,0,15,0,15,0
9490037,11,4,13,2,13,2,13,2,12,3,14,1,13,2,12,3
9490314,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9490683,11,4,11,4,15,0,14,1,13,2,15,0,15,0,15,0
9491942,13,2,13,2,15,0,15,0,15,0,14,1,14,1,14,1
9492008,15,0,15,0,15,0,15,0,14,1,14,1,14,1,15,0
9492109,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9492119,14,1,15,0,15,0,13,2,15,0,15,0,14,1,13,2
9492188,14,1,14,1,14,1,15,0,14,1,15,0,13,2,14,1
9492394,15,0,13,2,15,0,15,0,14,1,15,0,14,1,15,0
9494827,15,0,15,0,15,0,15,0,13,2,15,0,13,2,13,2
9494859,13,2,12,3,14,1,15,0,15,0,14,1,15,0,15,0
9495043,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9495478,13,2,15,0,15,0,15,0,15,0,15,0,13,2,15,0
9495698,15,0,14,1,13,2,15,0,13,2,15,0,14,1,13,2
9495755,15,0,15,0,14,1,15,0,15,0,15,0,14,1,15,0
9495797,10,5,15,0,12,3,13,2,13,2,15,0,12,3,12,3
9496687,15,0,15,0,15,0,14,1,15,0,14,1,14,1,15,0
9497379,15,0,14,1,15,0,15,0,14,1,14,1,12,3,13,2
9497410,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9497700,15,0,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9497926,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2
9498041,15,0,15,0,15,0,15,0,15,0,12,3,15,0,12,3
9498100,15,0,15,0,15,0,14,1,12,3,13,2,13,2,14,1
9498300,15,0,15,0,14,1,15,0,15,0,15,0,14,1,12,3
9498698,14,1,14,1,14,1,14,1,15,0,15,0,11,4,7,8
9499049,13,2,15,0,13,2,14,1,14,1,15,0,15,0,14,1
9500795,15,0,14,1,14,1,15,0,14,1,15,0,15,0,14,1
9501448,15,0,15,0,15,0,14,1,15,0,14,1,14,1,14,1
9501480,15,0,14,1,15,0,15,0,15,0,14,1,13,2,14,1
9502313,10,5,14,1,14,1,14,1,13,2,15,0,12,3,14,1
9502413,15,0,14,1,13,2,14,1,8,7,12,3,12,3,15,0
9502665,13,2,13,2,15,0,15,0,14,1,15,0,14,1,15,0
9502968,14,1,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9504032,14,1,15,0,15,0,14,1,14,1,15,0,12,3,12,3
9505165,14,1,14,1,15,0,15,0,14,1,15,0,14,1,15,0
9505181,14,1,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9505209,15,0,15,0,15,0,15,0,13,2,13,2,15,0,12,3
9505639,14,1,14,1,15,0,15,0,14,1,13,2,15,0,14,1
9506084,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0
9506290,10,5,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9506595,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9506688,14,1,13,2,14,1,15,0,15,0,14,1,13,2,12,3
9506747,13,2,12,3,15,0,14,1,14,1,15,0,14,1,15,0
9507198,15,0,13,2,14,1,15,0,13,2,15,0,14,1,15,0
9507438,15,0,15,0,15,0,15,0,15,0,14,1,13,2,15,0
9508205,15,0,14,1,15,0,14,1,15,0,15,0,14,1,15,0
9508494,14,1,14,1,14,1,14,1,12,3,11,4,13,2,11,4
9508748,15,0,15,0,15,0,14,1,15,0,14,1,14,1,15,0
9442147,15,0,13,2,15,0,15,0,15,0,15,0,15,0,15,0
9442237,15,0,14,1,15,0,15,0,12,3,12,3,12,3,13,2
9442456,14,1,13,2,15,0,15,0,12,3,12,3,14,1,12,3
9442464,14,1,14,1,15,0,15,0,15,0,15,0,13,2,15,0
9442542,15,0,15,0,15,0,15,0,14,1,15,0,14,1,15,0
9442703,15,0,12,3,15,0,15,0,13,2,15,0,13,2,12,3
9442798,14,1,14,1,14,1,14,1,15,0,15,0,15,0,13,2
9442839,15,0,12,3,12,3,13,2,11,4,10,5,14,1,13,2
9442897,15,0,14,1,15,0,15,0,14,1,15,0,14,1,15,0
9442995,15,0,14,1,15,0,15,0,15,0,15,0,13,2,13,2
9443218,12,3,12,3,11,4,13,2,11,4,12,3,14,1,13,2
9444203,13,2,11,4,14,1,15,0,13,2,14,1,15,0,14,1
9444327,15,0,13,2,13,2,15,0,15,0,12,3,12,3,12,3
9444775,15,0,13,2,14,1,14,1,11,4,15,0,11,4,14,1
9444854,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9445105,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9445106,15,0,15,0,14,1,15,0,14,1,14,1,15,0,15,0
9445239,14,1,15,0,14,1,13,2,10,5,13,2,15,0,14,1
9445620,14,1,15,0,15,0,15,0,15,0,14,1,14,1,14,1
9445748,12,3,12,3,13,2,13,2,15,0,11,4,15,0,15,0
9445960,15,0,11,4,15,0,15,0,15,0,14,1,15,0,15,0
9446279,12,3,15,0,14,1,15,0,14,1,12,3,15,0,14,1
9446284,15,0,14,1,15,0,15,0,15,0,14,1,13,2,14,1
9446376,14,1,14,1,11,4,15,0,14,1,13,2,11,4,14,1
9446682,15,0,15,0,13,2,15,0,14,1,14,1,15,0,15,0
9446720,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9446738,14,1,15,0,15,0,14,1,15,0,15,0,15,0,14,1
9447142,15,0,14,1,15,0,13,2,14,1,15,0,15,0,14,1
9447186,15,0,15,0,15,0,14,1,15,0,14,1,14,1,13,2
9447247,15,0,14,1,14,1,13,2,15,0,15,0,14,1,15,0
9447482,14,1,15,0,15,0,15,0,12,3,14,1,15,0,14,1
9447485,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9447597,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9448158,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9448209,15,0,15,0,15,0,14,1,15,0,15,0,14,1,14,1
9448486,14,1,14,1,15,0,13,2,11,4,14,1,15,0,15,0
9448537,15,0,15,0,15,0,15,0,15,0,15,0,14,1,14,1
9448541,12,3,15,0,13,2,13,2,14,1,13,2,15,0,14,1
9448542,9,6,14,1,14,1,11,4,13,2,14,1,14,1,14,1
9448701,12,3,14,1,15,0,15,0,14,1,13,2,10,5,13,2
9449387,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9449423,15,0,15,0,14,1,12,3,14,1,14,1,15,0,14,1
9449427,14,1,14,1,15,0,15,0,12,3,14,1,14,1,14,1
9449504,14,1,14,1,15,0,15,0,13,2,13,2,15,0,14,1
9449795,15,0,12,3,9,6,15,0,11,4,15,0,15,0,15,0
9450139,15,0,15,0,14,1,15,0,14,1,15,0,15,0,15,0
9450285,15,0,15,0,14,1,15,0,15,0,14,1,15,0,14,1
9450393,13,2,14,1,10,5,12,3,15,0,15,0,15,0,14,1
9450444,14,1,12,3,15,0,15,0,15,0,15,0,14,1,15,0
9450513,14,1,14,1,14,1,13,2,13,2,14,1,14,1,15,0
9450541,13,2,14,1,15,0,15,0,15,0,15,0,14,1,15,0
9450739,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0
9450994,14,1,15,0,13,2,13,2,15,0,14,1,14,1,15,0
9451207,15,0,15,0,15,0,13,2,14,1,13,2,15,0,13,2
9451238,15,0,13,2,15,0,15,0,13,2,13,2,14,1,14,1
9451491,14,1,14,1,15,0,14,1,14,1,14,1,13,2,15,0
9451578,15,0,15,0,14,1,13,2,13,2,14,1,15,0,14,1
9451853,15,0,14,1,15,0,15,0,13,2,13,2,15,0,15,0
9452166,13,2,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9452374,15,0,15,0,14,1,15,0,15,0,15,0,15,0,14,1
9452555,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9452744,14,1,14,1,14,1,14,1,15,0,15,0,15,0,15,0
9453301,15,0,15,0,14,1,13,2,14,1,15,0,15,0,15,0
9453407,15,0,15,0,15,0,13,2,15,0,11,4,15,0,15,0
9453670,14,1,15,0,15,0,15,0,15,0,15,0,14,1,11,4
9453875,13,2,13,2,15,0,14,1,15,0,14,1,12,3,14,1
9454103,15,0,14,1,15,0,15,0,15,0,15,0,13,2,15,0
9454132,14,1,13,2,14,1,15,0,14,1,15,0,15,0,14,1
9454480,15,0,14,1,15,0,15,0,13,2,13,2,14,1,15,0
9454737,14,1,15,0,15,0,15,0,15,0,13,2,14,1,15,0
9454804,15,0,14,1,15,0,14,1,13,2,14,1,14,1,15,0
9454869,14,1,15,0,15,0,15,0,14,1,13,2,15,0,15,0
9454912,14,1,15,0,15,0,15,0,12,3,12,3,13,2,14,1
9455093,12,3,13,2,15,0,15,0,15,0,15,0,15,0,15,0
9455510,13,2,13,2,14,1,15,0,13,2,14,1,15,0,15,0
9455860,15,0,15,0,13,2,11,4,15,0,15,0,15,0,15,0
9456369,12,3,15,0,15,0,14,1,14,1,15,0,14,1,14,1
9456864,11,4,13,2,14,1,15,0,12,3,13,2,13,2,14,1
9456962,14,1,12,3,15,0,14,1,15,0,14,1,14,1,15,0
9456991,13,2,12,3,11,4,14,1,14,1,14,1,11,4,13,2
9457003,14,1,13,2,14,1,15,0,15,0,13,2,15,0,14,1
9457042,13,2,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9457083,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9457109,15,0,15,0,14,1,15,0,14,1,15,0,15,0,15,0
9457123,15,0,15,0,14,1,15,0,15,0,15,0,14,1,14,1
9457200,14,1,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9457314,13,2,14,1,15,0,14,1,14,1,15,0,15,0,15,0
9457379,13,2,15,0,13,2,14,1,13,2,15,0,11,4,15,0
9457427,15,0,13,2,13,2,12,3,12,3,15,0,14,1,12,3
9457660,14,1,14,1,15,0,15,0,15,0,15,0,15,0,13,2
9458432,15,0,15,0,15,0,15,0,12,3,12,3,14,1,14,1
9458753,13,2,15,0,12,3,13,2,15,0,15,0,15,0,15,0
9459184,15,0,15,0,15,0,14,1,13,2,15,0,13,2,15,0
9459271,14,1,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9459830,15,0,13,2,14,1,13,2,15,0,15,0,13,2,14,1
9459875,14,1,14,1,14,1,14,1,12,3,11,4,14,1,13,2
9460132,15,0,14,1,15,0,14,1,14,1,15,0,15,0,15,0
9460276,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9460359,15,0,14,1,13,2,13,2,13,2,13,2,13,2,14,1
9460484,10,5,14,1,15,0,15,0,11,4,15,0,14,1,15,0
9460525,13,2,15,0,12,3,14,1,8,7,12,3,12,3,13,2
9461152,15,0,15,0,14,1,15,0,14,1,14,1,14,1,15,0
9461531,14,1,15,0,14,1,13,2,14,1,14,1,14,1,12,3
9461540,15,0,14,1,15,0,12,3,12,3,14,1,15,0,15,0
9461554,15,0,13,2,15,0,14,1,15,0,14,1,13,2,15,0
9461762,15,0,15,0,15,0,14,1,15,0,14,1,15,0,14,1
9461986,15,0,15,0,15,0,14,1,13,2,14,1,12,3,15,0
9462059,15,0,15,0,15,0,15,0,13,2,14,1,13,2,13,2
9463062,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9464515,15,0,15,0,15,0,14,1,15,0,14,1,15,0,15,0
9464691,15,0,15,0,15,0,14,1,14,1,15,0,15,0,15,0
9465069,15,0,15,0,14,1,14,1,15,0,14,1,14,1,15,0
9465900,14,1,15,0,14,1,14,1,14,1,14,1,15,0,15,0
9466453,13,2,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9467505,12,3,15,0,13,2,15,0,13,2,14,1,12,3,15,0
9467554,15,0,14,1,15,0,15,0,15,0,14,1,15,0,11,4
9467940,12,3,13,2,15,0,15,0,10,5,13,2,12,3,14,1
9468628,15,0,15,0,12,3,11,4,15,0,14,1,15,0,14,1
9468868,15,0,15,0,15,0,15,0,14,1,15,0,14,1,14,1
9469134,15,0,15,0,14,1,15,0,14,1,15,0,15,0,14,1
9469525,15,0,14,1,13,2,12,3,11,4,13,2,12,3,15,0
9470001,14,1,15,0,14,1,13,2,15,0,12,3,15,0,15,0
9470072,13,2,10,5,15,0,14,1,13,2,14,1,9,6,9,6
9470357,15,0,14,1,15,0,15,0,15,0,15,0,15,0,14,1
9470702,14,1,14,1,14,1,15,0,15,0,15,0,15,0,15,0
9470738,13,2,15,0,14,1,14,1,13,2,15,0,15,0,15,0
9470770,15,0,15,0,13,2,12,3,14,1,14,1,14,1,15,0
9471215,14,1,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9471615,13,2,14,1,14,1,14,1,14,1,14,1,14,1,14,1
9471692,15,0,15,0,15,0,15,0,14,1,15,0,15,0,14,1
9473309,13,2,13,2,14,1,13,2,14,1,12,3,15,0,15,0
9473600,15,0,15,0,15,0,15,0,14,1,15,0,15,0,14,1
9475086,13,2,15,0,14,1,15,0,15,0,15,0,11,4,15,0
9475110,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9475456,15,0,15,0,14,1,15,0,15,0,15,0,14,1,15,0
9475889,15,0,13,2,15,0,14,1,15,0,13,2,15,0,15,0
9476788,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9477215,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9477411,15,0,15,0,15,0,13,2,13,2,14,1,15,0,15,0
9477609,13,2,13,2,15,0,15,0,15,0,13,2,14,1,14,1
9477659,15,0,13,2,14,1,15,0,15,0,15,0,15,0,14,1
9479619,15,0,15,0,15,0,15,0,15,0,15,0,14,1,11,4
9479914,15,0,15,0,15,0,14,1,15,0,15,0,15,0,13,2
9480745,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9480873,15,0,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9481113,11,4,10,5,14,1,15,0,13,2,14,1,12,3,14,1
9481861,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9482465,15,0,14,1,14,1,14,1,14,1,15,0,15,0,15,0
9482580,15,0,15,0,15,0,13,2,14,1,14,1,15,0,15,0
9482702,14,1,13,2,15,0,15,0,14,1,14,1,14,1,12,3
9482935,14,1,15,0,15,0,15,0,14,1,15,0,15,0,14,1
9483083,13,2,13,2,13,2,13,2,13,2,13,2,13,2,14,1
9483492,15,0,14,1,15,0,14,1,15,0,14,1,15,0,15,0
9483580,14,1,13,2,15,0,15,0,15,0,15,0,12,3,14,1
9483623,15,0,14,1,15,0,14,1,14,1,13,2,14,1,14,1
9484626,15,0,15,0,14,1,15,0,15,0,14,1,15,0,15,0
9485162,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2
