id,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16
9485247,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9485336,15,0,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9485783,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9486203,15,0,14,1,15,0,15,0,15,0,15,0,15,0,13,2
9486424,14,1,15,0,15,0,15,0,14,1,15,0,14,1,15,0
9486425,11,4,15,0,13,2,14,1,15,0,13,2,14,1,11,4
9486537,14,1,13,2,15,0,15,0,13,2,14,1,15,0,15,0
9486693,14,1,14,1,14,1,14,1,14,1,13,2,15,0,15,0
9487142,14,1,14,1,14,1,15,0,13,2,15,0,11,4,11,4
9487711,12,3,13,2,14,1,15,0,15,0,15,0,15,0,15,0
9487853,13,2,12,3,14,1,15,0,11,4,12,3,15,0,15,0
9487888,15,0,15,0,15,0,15,0,15,0,15,0,14,1,14,1
9488347,15,0,14,1,14,1,13,2,13,2,12,3,14,1,15,0
9488612,14,1,15,0,14,1,15,0,15,0,15,0,14,1,15,0
9488648,11,4,14,1,15,0,13,2,15,0,15,0,8,7,11,4
9488897,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9488939,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9489248,14,1,14,1,13,2,15,0,14,1,14,1,14,1,15,0
9489387,15,0,15,0,14,1,14,1,12,3,15,0,15,0,14,1
9489485,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9489573,15,0,13,2,15,0,15,0,14,1,14,1,15,0,14,1
9490631,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9491364,15,0,15,0,15,0,14,1,15,0,15,0,13,2,14,1
9491860,15,0,15,0,15,0,15,0,15,0,13,2,14,1,12,3
9493828,15,0,15,0,11,4,15,0,14,1,14,1,15,0,13,2
9493843,14,1,14,1,15,0,14,1,15,0,13,2,13,2,14,1
9494984,15,0,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9495335,15,0,15,0,14,1,14,1,15,0,15,0,13,2,15,0
9495968,14,1,15,0,15,0,14,1,14,1,13,2,14,1,13,2
9496020,15,0,15,0,13,2,15,0,15,0,15,0,15,0,15,0
9496481,13,2,14,1,15,0,15,0,15,0,13,2,15,0,14,1
9496962,13,2,15,0,14,1,15,0,12,3,13,2,14,1,15,0
9497264,14,1,15,0,14,1,14,1,13,2,14,1,15,0,15,0
9497462,14,1,10,5,14,1,13,2,15,0,13,2,15,0,15,0
9498082,15,0,14,1,15,0,15,0,14,1,15,0,15,0,14,1
9498428,15,0,13,2,14,1,15,0,15,0,15,0,15,0,15,0
9498469,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9498624,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9498662,15,0,15,0,15,0,14,1,13,2,12,3,13,2,13,2
9498737,11,4,14,1,15,0,15,0,15,0,14,1,13,2,15,0
9498939,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9499342,13,2,12,3,12,3,12,3,11,4,12,3,14,1,14,1
9500504,13,2,13,2,14,1,12,3,12,3,14,1,14,1,15,0
9500688,15,0,15,0,12,3,15,0,13,2,14,1,15,0,13,2
9501084,12,3,14,1,15,0,14,1,12,3,12,3,15,0,15,0
9501116,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9501449,10,5,13,2,13,2,14,1,10,5,14,1,14,1,10,5
9501457,15,0,14,1,15,0,15,0,14,1,14,1,14,1,13,2
9501587,13,2,14,1,15,0,15,0,15,0,15,0,14,1,13,2
9501939,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9501991,14,1,15,0,14,1,14,1,15,0,14,1,15,0,15,0
9503184,14,1,13,2,15,0,15,0,15,0,15,0,15,0,15,0
9503255,15,0,14,1,15,0,15,0,15,0,14,1,14,1,15,0
9503600,13,2,13,2,15,0,15,0,12,3,13,2,15,0,13,2
9503612,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9503784,15,0,15,0,14,1,11,4,13,2,14,1,13,2,14,1
9504201,15,0,15,0,15,0,15,0,14,1,14,1,15,0,14,1
9504235,13,2,12,3,13,2,13,2,13,2,12,3,15,0,12,3
9505299,14,1,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9505550,14,1,15,0,14,1,14,1,14,1,13,2,14,1,15,0
9506371,15,0,13,2,12,3,14,1,13,2,14,1,15,0,14,1
9506447,14,1,14,1,15,0,15,0,13,2,14,1,14,1,13,2
9508237,12,3,10,5,11,4,11,4,15,0,13,2,14,1,12,3
9508276,15,0,15,0,15,0,15,0,15,0,14,1,14,1,14,1
9508824,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9442106,13,2,13,2,15,0,15,0,14,1,13,2,15,0,12,3
9442254,12,3,14,1,14,1,15,0,15,0,14,1,12,3,14,1
9442688,13,2,15,0,15,0,15,0,14,1,15,0,13,2,12,3
9442945,15,0,15,0,15,0,15,0,12,3,15,0,15,0,12,3
9443379,13,2,13,2,14,1,14,1,14,1,14,1,13,2,12,3
9443583,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0
9444542,15,0,15,0,15,0,15,0,13,2,15,0,14,1,15,0
9444677,15,0,15,0,13,2,15,0,15,0,15,0,13,2,11,4
9444874,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9445270,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2
9445820,14,1,14,1,15,0,14,1,15,0,13,2,13,2,14,1
9445882,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9446038,13,2,14,1,15,0,15,0,15,0,15,0,14,1,10,5
9446194,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9446716,15,0,14,1,14,1,15,0,15,0,11,4,14,1,11,4
9447304,11,4,14,1,14,1,13,2,12,3,12,3,14,1,15,0
9447530,15,0,15,0,15,0,15,0,15,0,14,1,15,0,13,2
9447684,15,0,14,1,14,1,13,2,13,2,9,6,14,1,14,1
9447817,15,0,13,2,13,2,15,0,14,1,15,0,13,2,15,0
9448272,14,1,14,1,15,0,15,0,13,2,15,0,11,4,12,3
9448296,15,0,14,1,14,1,15,0,15,0,14,1,15,0,15,0
9448567,14,1,11,4,13,2,14,1,10,5,14,1,14,1,15,0
9448600,14,1,12,3,14,1,12,3,13,2,14,1,12,3,13,2
9448972,13,2,15,0,15,0,15,0,15,0,15,0,13,2,15,0
9449316,14,1,10,5,13,2,13,2,13,2,14,1,14,1,13,2
9449800,15,0,15,0,15,0,15,0,13,2,15,0,13,2,15,0
9450093,14,1,14,1,15,0,15,0,15,0,13,2,13,2,15,0
9450435,15,0,13,2,15,0,15,0,15,0,15,0,11,4,13,2
9450624,13,2,14,1,14,1,15,0,14,1,15,0,15,0,15,0
9450651,15,0,15,0,15,0,15,0,15,0,13,2,15,0,15,0
9451000,14,1,15,0,15,0,14,1,14,1,13,2,12,3,10,5
9451047,13,2,13,2,14,1,15,0,11,4,14,1,15,0,13,2
9451107,11,4,12,3,10,5,12,3,8,7,13,2,13,2,15,0
9451313,13,2,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9451537,14,1,15,0,15,0,15,0,14,1,15,0,8,7,8,7
9451737,13,2,15,0,15,0,15,0,15,0,15,0,13,2,15,0
9452021,13,2,15,0,15,0,15,0,13,2,14,1,14,1,15,0
9452220,13,2,12,3,13,2,14,1,14,1,15,0,10,5,12,3
9452290,14,1,14,1,13,2,13,2,12,3,14,1,15,0,15,0
9452291,12,3,15,0,15,0,15,0,14,1,13,2,15,0,14,1
9452901,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9453136,13,2,15,0,15,0,14,1,14,1,14,1,14,1,13,2
9453152,15,0,15,0,15,0,15,0,14,1,15,0,15,0,14,1
9453293,15,0,13,2,14,1,15,0,14,1,15,0,11,4,11,4
9453346,13,2,15,0,15,0,15,0,15,0,15,0,12,3,15,0
9454116,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9454376,15,0,13,2,15,0,15,0,13,2,15,0,15,0,15,0
9455103,14,1,15,0,15,0,13,2,15,0,12,3,15,0,13,2
9455275,13,2,14,1,13,2,15,0,14,1,14,1,15,0,15,0
9456204,15,0,13,2,15,0,15,0,10,5,13,2,14,1,12,3
9456327,15,0,15,0,15,0,12,3,13,2,14,1,15,0,15,0
9456473,13,2,14,1,13,2,13,2,14,1,15,0,14,1,14,1
9456509,15,0,14,1,15,0,15,0,13,2,15,0,14,1,15,0
9457181,13,2,15,0,15,0,15,0,14,1,14,1,15,0,11,4
9457349,15,0,14,1,15,0,15,0,13,2,15,0,13,2,14,1
9457487,13,2,15,0,15,0,15,0,15,0,15,0,12,3,14,1
9457530,14,1,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9457675,15,0,15,0,15,0,15,0,14,1,14,1,15,0,14,1
9458225,13,2,9,6,9,6,13,2,9,6,14,1,15,0,13,2
9458555,12,3,14,1,15,0,15,0,15,0,13,2,15,0,15,0
9459452,15,0,13,2,14,1,15,0,15,0,14,1,15,0,14,1
9460377,15,0,15,0,15,0,14,1,14,1,14,1,15,0,15,0
9460679,14,1,13,2,15,0,14,1,15,0,14,1,15,0,12,3
9461005,13,2,14,1,14,1,14,1,14,1,12,3,13,2,13,2
9461349,15,0,13,2,14,1,14,1,13,2,15,0,14,1,15,0
9461485,11,4,8,7,13,2,12,3,12,3,14,1,13,2,11,4
9461575,15,0,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9461701,13,2,15,0,14,1,14,1,14,1,14,1,11,4,15,0
9463376,14,1,13,2,15,0,14,1,15,0,15,0,15,0,14,1
9463454,12,3,10,5,13,2,15,0,14,1,14,1,14,1,14,1
9463639,15,0,15,0,15,0,14,1,15,0,14,1,14,1,14,1
9463671,14,1,14,1,15,0,13,2,15,0,14,1,15,0,14,1
9464487,14,1,13,2,15,0,15,0,13,2,14,1,13,2,14,1
9465129,15,0,14,1,15,0,15,0,14,1,15,0,14,1,14,1
9465270,15,0,13,2,15,0,14,1,11,4,13,2,15,0,14,1
9465781,13,2,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9465880,15,0,15,0,15,0,14,1,15,0,15,0,15,0,12,3
9465986,14,1,15,0,15,0,15,0,13,2,15,0,15,0,14,1
9466334,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9466448,14,1,14,1,14,1,14,1,14,1,13,2,13,2,13,2
9466581,14,1,15,0,14,1,15,0,14,1,15,0,15,0,14,1
9466639,13,2,11,4,15,0,15,0,14,1,13,2,15,0,14,1
9466889,12,3,14,1,13,2,12,3,14,1,13,2,11,4,11,4
9467306,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9467717,14,1,15,0,15,0,14,1,14,1,15,0,15,0,15,0
9468592,15,0,15,0,15,0,15,0,15,0,15,0,15,0,11,4
9468752,15,0,15,0,15,0,14,1,15,0,15,0,14,1,14,1
9469213,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9470053,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9470119,13,2,14,1,14,1,13,2,15,0,14,1,15,0,14,1
9470801,15,0,14,1,14,1,15,0,15,0,14,1,15,0,15,0
9470938,15,0,15,0,15,0,14,1,15,0,14,1,14,1,15,0
9471200,15,0,14,1,15,0,15,0,15,0,15,0,15,0,13,2
9471697,15,0,14,1,15,0,14,1,13,2,15,0,15,0,14,1
9471919,15,0,13,2,13,2,15,0,15,0,15,0,15,0,11,4
9472100,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9472196,14,1,15,0,15,0,14,1,15,0,11,4,15,0,14,1
9472872,14,1,14,1,15,0,13,2,14,1,13,2,11,4,7,8
9473351,12,3,15,0,13,2,13,2,14,1,13,2,13,2,13,2
9473678,13,2,13,2,15,0,14,1,14,1,15,0,12,3,14,1
9473872,15,0,15,0,15,0,14,1,13,2,11,4,13,2,13,2
9474056,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9474328,14,1,15,0,14,1,13,2,15,0,15,0,14,1,15,0
9474364,15,0,15,0,14,1,14,1,15,0,15,0,15,0,14,1
9474656,14,1,12,3,13,2,14,1,15,0,14,1,13,2,13,2
9474777,15,0,13,2,15,0,15,0,15,0,15,0,14,1,15,0
9475775,13,2,15,0,15,0,13,2,15,0,14,1,15,0,15,0
9477389,13,2,15,0,14,1,14,1,15,0,15,0,15,0,14,1
9477875,15,0,15,0,14,1,14,1,13,2,12,3,12,3,15,0
9477994,10,5,13,2,13,2,8,7,15,0,15,0,13,2,15,0
9478647,15,0,15,0,15,0,14,1,15,0,15,0,14,1,15,0
9479131,15,0,15,0,15,0,14,1,14,1,15,0,15,0,15,0
9479595,13,2,14,1,15,0,14,1,14,1,15,0,13,2,14,1
9479812,14,1,15,0,15,0,14,1,14,1,14,1,15,0,15,0
9479968,15,0,14,1,13,2,14,1,12,3,11,4,14,1,14,1
9480266,13,2,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9480549,14,1,15,0,15,0,14,1,14,1,15,0,13,2,13,2
9482581,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9482725,14,1,15,0,14,1,14,1,14,1,14,1,15,0,15,0
9482809,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9483179,13,2,15,0,15,0,15,0,15,0,12,3,13,2,13,2
9483389,15,0,13,2,15,0,12,3,15,0,13,2,14,1,13,2
9483441,12,3,12,3,9,6,10,5,14,1,15,0,15,0,14,1
9483713,15,0,14,1,14,1,14,1,14,1,15,0,15,0,15,0
9484342,14,1,14,1,15,0,15,0,15,0,14,1,15,0,14,1
9484764,15,0,15,0,15,0,15,0,14,1,15,0,14,1,15,0
9485242,15,0,14,1,15,0,15,0,15,0,15,0,14,1,15,0
9485280,12,3,11,4,15,0,13,2,14,1,13,2,14,1,14,1
9485332,13,2,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9485343,14,1,15,0,15,0,14,1,15,0,15,0,15,0,13,2
9485595,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0
9486296,12,3,13,2,14,1,15,0,15,0,14,1,14,1,15,0
9486569,15,0,13,2,14,1,15,0,14,1,14,1,15,0,15,0
9487004,15,0,15,0,15,0,14,1,14,1,14,1,15,0,15,0
9487409,14,1,15,0,15,0,14,1,13,2,15,0,15,0,14,1
9487812,15,0,14,1,15,0,15,0,14,1,15,0,14,1,14,1
9488639,15,0,14,1,15,0,15,0,15,0,14,1,14,1,15,0
9489194,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9490289,15,0,14,1,15,0,15,0,12,3,14,1,15,0,14,1
9490646,15,0,15,0,13,2,15,0,15,0,14,1,13,2,14,1
9492595,13,2,14,1,15,0,14,1,13,2,15,0,14,1,14,1
9492635,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9493050,14,1,15,0,15,0,14,1,14,1,15,0,15,0,13,2
9493628,15,0,14,1,15,0,15,0,14,1,15,0,14,1,13,2
9493723,13,2,14,1,15,0,14,1,14,1,14,1,14,1,13,2
9493735,15,0,15,0,15,0,12,3,13,2,12,3,12,3,14,1
9493786,15,0,14,1,15,0,15,0,15,0,15,0,15,0,14,1
9494586,15,0,15,0,15,0,15,0,12,3,14,1,14,1,13,2
9494767,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9494775,10,5,11,4,12,3,15,0,12,3,11,4,13,2,14,1
9495157,15,0,14,1,15,0,14,1,15,0,14,1,14,1,14,1
9495548,15,0,15,0,14,1,11,4,15,0,15,0,15,0,15,0
9495553,10,5,13,2,14,1,15,0,13,2,14,1,14,1,15,0
9495603,14,1,15,0,14,1,14,1,15,0,15,0,15,0,15,0
9496841,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9496898,12,3,15,0,12,3,12,3,12,3,14,1,15,0,15,0
9496911,13,2,15,0,15,0,13,2,14,1,14,1,14,1,15,0
9497431,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9498021,13,2,13,2,15,0,14,1,14,1,14,1,12,3,11,4
9498948,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9499395,15,0,13,2,15,0,14,1,12,3,14,1,14,1,11,4
9499462,14,1,14,1,15,0,15,0,13,2,14,1,14,1,11,4
9499495,14,1,14,1,15,0,11,4,14,1,13,2,11,4,15,0
9499525,13,2,13,2,14,1,14,1,12,3,13,2,14,1,12,3
9499542,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9499553,13,2,13,2,14,1,14,1,11,4,13,2,14,1,13,2
9499567,12,3,13,2,13,2,15,0,11,4,15,0,14,1,15,0
9499588,14,1,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9499603,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9499742,15,0,15,0,12,3,15,0,12,3,12,3,15,0,12,3
9499840,15,0,14,1,14,1,14,1,13,2,14,1,14,1,13,2
9499964,14,1,15,0,13,2,13,2,14,1,14,1,11,4,13,2
9500170,15,0,15,0,15,0,15,0,15,0,15,0,14,1,14,1
9500227,10,5,15,0,12,3,12,3,13,2,12,3,14,1,14,1
9500375,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9500432,14,1,15,0,14,1,15,0,14,1,14,1,14,1,15,0
9500484,14,1,15,0,15,0,13,2,15,0,15,0,15,0,15,0
9500753,12,3,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9500907,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9500929,13,2,14,1,14,1,14,1,13,2,14,1,13,2,15,0
9500952,13,2,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9500967,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9501486,14,1,9,6,15,0,10,5,12,3,13,2,9,6,11,4
9502565,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9502749,11,4,15,0,14,1,13,2,13,2,10,5,15,0,14,1
9503498,14,1,15,0,15,0,12,3,15,0,15,0,15,0,13,2
9504039,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9504114,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9504705,15,0,10,5,14,1,13,2,12,3,15,0,14,1,14,1
9506000,15,0,15,0,15,0,15,0,13,2,15,0,13,2,11,4
9506099,15,0,15,0,14,1,15,0,13,2,15,0,15,0,15,0
9506465,12,3,11,4,11,4,13,2,15,0,15,0,12,3,14,1
9507196,15,0,13,2,13,2,14,1,15,0,14,1,15,0,15,0
9507504,15,0,14,1,14,1,14,1,14,1,14,1,13,2,15,0
9507988,14,1,13,2,14,1,15,0,14,1,14,1,15,0,15,0
9442121,14,1,13,2,15,0,14,1,11,4,11,4,13,2,11,4
9442157,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9442546,13,2,13,2,15,0,15,0,15,0,14,1,14,1,15,0
9442565,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9442787,13,2,13,2,12,3,14,1,14,1,15,0,13,2,14,1
9442963,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9443063,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9443089,15,0,13,2,15,0,15,0,9,6,11,4,15,0,9,6
9443185,14,1,13,2,15,0,15,0,13,2,14,1,15,0,14,1
9443252,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9443932,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0
9444465,15,0,14,1,14,1,15,0,13,2,15,0,15,0,15,0
9445074,15,0,14,1,15,0,15,0,14,1,15,0,14,1,14,1
9445101,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9445104,15,0,13,2,15,0,15,0,13,2,9,6,15,0,12,3
9445215,15,0,14,1,15,0,14,1,14,1,13,2,15,0,13,2
9445784,15,0,15,0,15,0,14,1,13,2,14,1,13,2,14,1
9447071,13,2,15,0,13,2,12,3,14,1,14,1,15,0,13,2
9447554,13,2,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9448450,15,0,15,0,13,2,15,0,15,0,15,0,15,0,14,1
9448604,15,0,15,0,15,0,14,1,15,0,15,0,15,0,14,1
9448726,15,0,14,1,14,1,14,1,14,1,14,1,15,0,14,1
9448776,12,3,13,2,14,1,14,1,11,4,13,2,10,5,15,0
9448829,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9449418,15,0,14,1,13,2,15,0,13,2,14,1,12,3,14,1
9449620,15,0,13,2,15,0,15,0,12,3,14,1,14,1,15,0
9449941,14,1,15,0,14,1,15,0,14,1,14,1,14,1,14,1
9449977,15,0,14,1,11,4,10,5,13,2,14,1,15,0,15,0
9450203,15,0,14,1,15,0,12,3,15,0,13,2,11,4,10,5
9450270,14,1,15,0,15,0,14,1,14,1,14,1,15,0,15,0
9450613,13,2,14,1,14,1,15,0,12,3,14,1,14,1,14,1
9450694,11,4,15,0,11,4,13,2,14,1,14,1,12,3,13,2
9450831,15,0,15,0,15,0,15,0,15,0,13,2,15,0,15,0
9450937,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9451049,14,1,15,0,15,0,13,2,14,1,15,0,15,0,14,1
9451137,15,0,15,0,15,0,15,0,15,0,13,2,14,1,15,0
9451158,15,0,15,0,15,0,15,0,14,1,13,2,14,1,15,0
9451283,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9451513,15,0,15,0,12,3,14,1,14,1,15,0,15,0,15,0
9452019,13,2,13,2,15,0,15,0,14,1,14,1,14,1,15,0
9452045,15,0,15,0,14,1,14,1,15,0,14,1,14,1,14,1
9452448,15,0,14,1,13,2,15,0,14,1,13,2,15,0,14,1
9453277,15,0,15,0,15,0,15,0,13,2,15,0,14,1,15,0
9453638,14,1,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9453642,10,5,9,6,13,2,11,4,12,3,11,4,13,2,10,5
9453855,15,0,15,0,15,0,15,0,14,1,15,0,14,1,14,1
9454608,14,1,14,1,14,1,15,0,15,0,15,0,15,0,15,0
9454928,14,1,15,0,15,0,14,1,14,1,13,2,15,0,14,1
9454936,14,1,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9455116,12,3,14,1,14,1,15,0,13,2,15,0,13,2,15,0
9455338,15,0,15,0,15,0,15,0,15,0,15,0,14,1,12,3
9455819,15,0,15,0,12,3,14,1,14,1,14,1,15,0,14,1
9456292,14,1,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9456318,13,2,13,2,15,0,14,1,11,4,9,6,12,3,14,1
9456669,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9456973,15,0,15,0,14,1,15,0,14,1,14,1,13,2,14,1
9457309,12,3,15,0,15,0,15,0,13,2,14,1,14,1,14,1
9457575,14,1,15,0,15,0,14,1,14,1,15,0,12,3,14,1
9457598,13,2,13,2,14,1,15,0,14,1,14,1,15,0,14,1
9457664,14,1,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9457678,15,0,15,0,15,0,13,2,15,0,15,0,13,2,14,1
9457689,15,0,15,0,15,0,14,1,15,0,15,0,15,0,14,1
9457948,13,2,13,2,15,0,15,0,13,2,11,4,15,0,15,0
9458559,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9458991,15,0,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9459382,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9459853,12,3,15,0,13,2,14,1,14,1,12,3,14,1,13,2
9460256,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9460605,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9461080,14,1,12,3,15,0,15,0,13,2,15,0,15,0,12,3
9461145,14,1,15,0,15,0,15,0,14,1,15,0,15,0,14,1
9461390,15,0,14,1,15,0,15,0,12,3,14,1,15,0,15,0
9461408,15,0,15,0,15,0,14,1,15,0,11,4,14,1,11,4
9461783,15,0,13,2,14,1,15,0,15,0,14,1,15,0,15,0
9461802,15,0,15,0,15,0,14,1,15,0,15,0,15,0,14,1
9462657,15,0,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9464286,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0
9464511,15,0,13,2,15,0,12,3,14,1,15,0,13,2,12,3
9464812,15,0,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9464839,13,2,14,1,14,1,13,2,14,1,14,1,14,1,13,2
9464918,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9465302,14,1,15,0,15,0,13,2,15,0,14,1,12,3,13,2
9465544,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9465647,14,1,15,0,15,0,12,3,13,2,5,10,11,4,13,2
9466168,13,2,14,1,15,0,15,0,14,1,13,2,15,0,15,0
9466397,15,0,15,0,15,0,14,1,15,0,14,1,14,1,13,2
9466584,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0
9466676,15,0,15,0,15,0,12,3,15,0,15,0,15,0,15,0
9466817,13,2,14,1,13,2,14,1,14,1,15,0,15,0,14,1
9469232,15,0,15,0,15,0,14,1,14,1,15,0,15,0,14,1
9469819,13,2,14,1,14,1,12,3,14,1,15,0,14,1,14,1
9469885,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9470000,14,1,15,0,15,0,15,0,15,0,15,0,12,3,11,4
9470485,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9471070,14,1,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9471273,14,1,15,0,12,3,15,0,13,2,14,1,14,1,15,0
9471371,14,1,15,0,14,1,15,0,12,3,7,8,15,0,13,2
9471771,15,0,14,1,15,0,14,1,15,0,14,1,15,0,14,1
9472161,12,3,14,1,15,0,15,0,11,4,14,1,14,1,15,0
9472441,14,1,15,0,15,0,15,0,14,1,14,1,15,0,14,1
9473266,15,0,13,2,13,2,15,0,15,0,15,0,15,0,12,3
9473782,14,1,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9474722,15,0,15,0,15,0,14,1,15,0,15,0,15,0,14,1
9474946,12,3,14,1,13,2,15,0,15,0,15,0,15,0,15,0
9474949,14,1,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9475257,15,0,15,0,15,0,15,0,14,1,15,0,13,2,15,0
9475586,14,1,15,0,14,1,15,0,15,0,12,3,14,1,14,1
9476081,15,0,15,0,15,0,15,0,14,1,15,0,15,0,14,1
9476202,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9476395,15,0,12,3,15,0,13,2,15,0,12,3,15,0,13,2
9476594,15,0,14,1,14,1,15,0,14,1,13,2,15,0,15,0
9476612,15,0,14,1,15,0,15,0,10,5,13,2,15,0,14,1
9477173,15,0,14,1,14,1,13,2,15,0,15,0,15,0,13,2
9478162,14,1,15,0,15,0,15,0,14,1,15,0,15,0,13,2
9479063,14,1,13,2,15,0,15,0,15,0,15,0,13,2,15,0
9479260,15,0,14,1,15,0,14,1,15,0,15,0,15,0,14,1
9479893,11,4,10,5,12,3,11,4,12,3,14,1,15,0,13,2
9480176,14,1,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9480230,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9480237,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0
9481245,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9481348,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0
9481896,15,0,14,1,15,0,14,1,14,1,12,3,15,0,14,1
9481934,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9482771,14,1,15,0,13,2,14,1,15,0,15,0,15,0,15,0
9482794,12,3,12,3,14,1,15,0,12,3,12,3,14,1,14,1
9482918,15,0,13,2,15,0,15,0,13,2,13,2,15,0,15,0
