"Subject"	"PrimeType"	"TargetType"	"Accuracy"	"Task"	"TrialType"	"ConType"	"Observer"
80	"black"	"tool"	0.395833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
80	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
80	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Absent"
80	"white"	"weapon"	0.479166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
81	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Present"
81	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Present"
81	"white"	"tool"	0.520833333333333	"WIT"	"white_tool"	"congruent"	"Present"
81	"white"	"weapon"	0.666666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
82	"black"	"tool"	0.541666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
82	"black"	"weapon"	0.458333333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
82	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Absent"
82	"white"	"weapon"	0.6875	"WIT"	"white_weapon"	"incongruent"	"Absent"
83	"black"	"tool"	0.479166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
83	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Present"
83	"white"	"tool"	0.541666666666667	"WIT"	"white_tool"	"congruent"	"Present"
83	"white"	"weapon"	0.8125	"WIT"	"white_weapon"	"incongruent"	"Present"
84	"black"	"tool"	0.6875	"WIT"	"black_tool"	"incongruent"	"Absent"
84	"black"	"weapon"	0.895833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
84	"white"	"tool"	0.833333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
84	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
85	"black"	"tool"	0.270833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
85	"black"	"weapon"	0.875	"WIT"	"black_weapon"	"congruent"	"Present"
85	"white"	"tool"	0.354166666666667	"WIT"	"white_tool"	"congruent"	"Present"
85	"white"	"weapon"	0.729166666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
86	"black"	"tool"	0.416666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
86	"black"	"weapon"	0.854166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
86	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Absent"
86	"white"	"weapon"	0.604166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
87	"black"	"tool"	0.270833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
87	"black"	"weapon"	0.3125	"WIT"	"black_weapon"	"congruent"	"Present"
87	"white"	"tool"	0.395833333333333	"WIT"	"white_tool"	"congruent"	"Present"
87	"white"	"weapon"	0.208333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
88	"black"	"tool"	0.4375	"WIT"	"black_tool"	"incongruent"	"Absent"
88	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
88	"white"	"tool"	0.583333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
88	"white"	"weapon"	0.75	"WIT"	"white_weapon"	"incongruent"	"Absent"
89	"black"	"tool"	0.25	"WIT"	"black_tool"	"incongruent"	"Present"
89	"black"	"weapon"	0.583333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
89	"white"	"tool"	0.666666666666667	"WIT"	"white_tool"	"congruent"	"Present"
89	"white"	"weapon"	0.375	"WIT"	"white_weapon"	"incongruent"	"Present"
90	"black"	"tool"	0.604166666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
90	"black"	"weapon"	0.4375	"WIT"	"black_weapon"	"congruent"	"Absent"
90	"white"	"tool"	0.5625	"WIT"	"white_tool"	"congruent"	"Absent"
90	"white"	"weapon"	0.270833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
91	"black"	"tool"	0.5625	"WIT"	"black_tool"	"incongruent"	"Present"
91	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Present"
91	"white"	"tool"	0.625	"WIT"	"white_tool"	"congruent"	"Present"
91	"white"	"weapon"	0.458333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
92	"black"	"tool"	0.479166666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
92	"black"	"weapon"	0.583333333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
92	"white"	"tool"	0.666666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
92	"white"	"weapon"	0.5	"WIT"	"white_weapon"	"incongruent"	"Absent"
93	"black"	"tool"	0.583333333333333	"WIT"	"black_tool"	"incongruent"	"Present"
93	"black"	"weapon"	0.583333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
93	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Present"
93	"white"	"weapon"	0.4375	"WIT"	"white_weapon"	"incongruent"	"Present"
94	"black"	"tool"	0.395833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
94	"black"	"weapon"	0.625	"WIT"	"black_weapon"	"congruent"	"Absent"
94	"white"	"tool"	0.604166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
94	"white"	"weapon"	0.520833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
95	"black"	"tool"	0.1875	"WIT"	"black_tool"	"incongruent"	"Present"
95	"black"	"weapon"	0.958333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
95	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Present"
95	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
96	"black"	"tool"	0.8125	"WIT"	"black_tool"	"incongruent"	"Absent"
96	"black"	"weapon"	0.895833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
96	"white"	"tool"	0.854166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
96	"white"	"weapon"	0.6875	"WIT"	"white_weapon"	"incongruent"	"Absent"
97	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Present"
97	"black"	"weapon"	0.541666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
97	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Present"
97	"white"	"weapon"	0.583333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
98	"black"	"tool"	0.5625	"WIT"	"black_tool"	"incongruent"	"Absent"
98	"black"	"weapon"	0.354166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
98	"white"	"tool"	0.479166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
98	"white"	"weapon"	0.375	"WIT"	"white_weapon"	"incongruent"	"Absent"
99	"black"	"tool"	0.666666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
99	"black"	"weapon"	0.604166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
99	"white"	"tool"	0.895833333333333	"WIT"	"white_tool"	"congruent"	"Present"
99	"white"	"weapon"	0.604166666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
100	"black"	"tool"	0.625	"WIT"	"black_tool"	"incongruent"	"Absent"
100	"black"	"weapon"	0.875	"WIT"	"black_weapon"	"congruent"	"Absent"
100	"white"	"tool"	0.833333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
100	"white"	"weapon"	0.708333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
101	"black"	"tool"	0.666666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
101	"black"	"weapon"	0.458333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
101	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Present"
101	"white"	"weapon"	0.291666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
102	"black"	"tool"	0.666666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
102	"black"	"weapon"	0.791666666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
102	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Absent"
102	"white"	"weapon"	0.6875	"WIT"	"white_weapon"	"incongruent"	"Absent"
103	"black"	"tool"	0.583333333333333	"WIT"	"black_tool"	"incongruent"	"Present"
103	"black"	"weapon"	0.9375	"WIT"	"black_weapon"	"congruent"	"Present"
103	"white"	"tool"	0.895833333333333	"WIT"	"white_tool"	"congruent"	"Present"
103	"white"	"weapon"	0.520833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
104	"black"	"tool"	0.729166666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
104	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
104	"white"	"tool"	0.833333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
104	"white"	"weapon"	0.583333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
105	"black"	"tool"	0.729166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
105	"black"	"weapon"	0.833333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
105	"white"	"tool"	0.770833333333333	"WIT"	"white_tool"	"congruent"	"Present"
105	"white"	"weapon"	0.75	"WIT"	"white_weapon"	"incongruent"	"Present"
106	"black"	"tool"	0.416666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
106	"black"	"weapon"	0.270833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
106	"white"	"tool"	0.479166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
106	"white"	"weapon"	0.4375	"WIT"	"white_weapon"	"incongruent"	"Absent"
107	"black"	"tool"	0.375	"WIT"	"black_tool"	"incongruent"	"Present"
107	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
107	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Present"
107	"white"	"weapon"	0.375	"WIT"	"white_weapon"	"incongruent"	"Present"
108	"black"	"tool"	0.770833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
108	"black"	"weapon"	0.875	"WIT"	"black_weapon"	"congruent"	"Absent"
108	"white"	"tool"	0.770833333333333	"WIT"	"white_tool"	"congruent"	"Absent"
108	"white"	"weapon"	0.854166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
109	"black"	"tool"	0.4375	"WIT"	"black_tool"	"incongruent"	"Absent"
109	"black"	"weapon"	0.958333333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
109	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Absent"
109	"white"	"weapon"	0.4375	"WIT"	"white_weapon"	"incongruent"	"Absent"
110	"black"	"tool"	0.625	"WIT"	"black_tool"	"incongruent"	"Present"
110	"black"	"weapon"	0.583333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
110	"white"	"tool"	0.5625	"WIT"	"white_tool"	"congruent"	"Present"
110	"white"	"weapon"	0.708333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
111	"black"	"tool"	0.833333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
111	"black"	"weapon"	0.979166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
111	"white"	"tool"	0.916666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
111	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
112	"black"	"tool"	0.729166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
112	"black"	"weapon"	0.583333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
112	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Present"
112	"white"	"weapon"	0.5	"WIT"	"white_weapon"	"incongruent"	"Present"
113	"black"	"tool"	0.729166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
113	"black"	"weapon"	0.8125	"WIT"	"black_weapon"	"congruent"	"Present"
113	"white"	"tool"	0.770833333333333	"WIT"	"white_tool"	"congruent"	"Present"
113	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
114	"black"	"tool"	0.625	"WIT"	"black_tool"	"incongruent"	"Absent"
114	"black"	"weapon"	0.895833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
114	"white"	"tool"	0.770833333333333	"WIT"	"white_tool"	"congruent"	"Absent"
114	"white"	"weapon"	0.875	"WIT"	"white_weapon"	"incongruent"	"Absent"
115	"black"	"tool"	0.604166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
115	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
115	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Present"
115	"white"	"weapon"	0.6875	"WIT"	"white_weapon"	"incongruent"	"Present"
116	"black"	"tool"	0.75	"WIT"	"black_tool"	"incongruent"	"Absent"
116	"black"	"weapon"	0.854166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
116	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Absent"
116	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
117	"black"	"tool"	0.8125	"WIT"	"black_tool"	"incongruent"	"Present"
117	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Present"
117	"white"	"tool"	0.770833333333333	"WIT"	"white_tool"	"congruent"	"Present"
117	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
118	"black"	"tool"	0.395833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
118	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
118	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Absent"
118	"white"	"weapon"	0.583333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
119	"black"	"tool"	0.729166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
119	"black"	"weapon"	0.8125	"WIT"	"black_weapon"	"congruent"	"Present"
119	"white"	"tool"	0.645833333333333	"WIT"	"white_tool"	"congruent"	"Present"
119	"white"	"weapon"	0.625	"WIT"	"white_weapon"	"incongruent"	"Present"
120	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Absent"
120	"black"	"weapon"	0.625	"WIT"	"black_weapon"	"congruent"	"Absent"
120	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Absent"
120	"white"	"weapon"	0.645833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
121	"black"	"tool"	0.708333333333333	"WIT"	"black_tool"	"incongruent"	"Present"
121	"black"	"weapon"	0.8125	"WIT"	"black_weapon"	"congruent"	"Present"
121	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Present"
121	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
122	"black"	"tool"	0.416666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
122	"black"	"weapon"	0.604166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
122	"white"	"tool"	0.520833333333333	"WIT"	"white_tool"	"congruent"	"Absent"
122	"white"	"weapon"	0.458333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
123	"black"	"tool"	0.416666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
123	"black"	"weapon"	0.458333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
123	"white"	"tool"	0.416666666666667	"WIT"	"white_tool"	"congruent"	"Present"
123	"white"	"weapon"	0.541666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
124	"black"	"tool"	0.6875	"WIT"	"black_tool"	"incongruent"	"Absent"
124	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
124	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Absent"
124	"white"	"weapon"	0.645833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
125	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Present"
125	"black"	"weapon"	0.708333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
125	"white"	"tool"	0.479166666666667	"WIT"	"white_tool"	"congruent"	"Present"
125	"white"	"weapon"	0.625	"WIT"	"white_weapon"	"incongruent"	"Present"
126	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Absent"
126	"black"	"weapon"	0.916666666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
126	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Absent"
126	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
127	"black"	"tool"	0.770833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
127	"black"	"weapon"	0.791666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
127	"white"	"tool"	0.791666666666667	"WIT"	"white_tool"	"congruent"	"Present"
127	"white"	"weapon"	0.5625	"WIT"	"white_weapon"	"incongruent"	"Present"
128	"black"	"tool"	0.708333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
128	"black"	"weapon"	0.875	"WIT"	"black_weapon"	"congruent"	"Absent"
128	"white"	"tool"	0.916666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
128	"white"	"weapon"	0.729166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
129	"black"	"tool"	0.625	"WIT"	"black_tool"	"incongruent"	"Present"
129	"black"	"weapon"	0.8125	"WIT"	"black_weapon"	"congruent"	"Present"
129	"white"	"tool"	0.5625	"WIT"	"white_tool"	"congruent"	"Present"
129	"white"	"weapon"	0.75	"WIT"	"white_weapon"	"incongruent"	"Present"
130	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Absent"
130	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
130	"white"	"tool"	0.625	"WIT"	"white_tool"	"congruent"	"Absent"
130	"white"	"weapon"	0.6875	"WIT"	"white_weapon"	"incongruent"	"Absent"
131	"black"	"tool"	0.5625	"WIT"	"black_tool"	"incongruent"	"Present"
131	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Present"
131	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Present"
131	"white"	"weapon"	0.458333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
132	"black"	"tool"	0.625	"WIT"	"black_tool"	"incongruent"	"Absent"
132	"black"	"weapon"	0.8125	"WIT"	"black_weapon"	"congruent"	"Absent"
132	"white"	"tool"	0.645833333333333	"WIT"	"white_tool"	"congruent"	"Absent"
132	"white"	"weapon"	0.875	"WIT"	"white_weapon"	"incongruent"	"Absent"
133	"black"	"tool"	0.604166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
133	"black"	"weapon"	0.6875	"WIT"	"black_weapon"	"congruent"	"Present"
133	"white"	"tool"	0.791666666666667	"WIT"	"white_tool"	"congruent"	"Present"
133	"white"	"weapon"	0.5625	"WIT"	"white_weapon"	"incongruent"	"Present"
134	"black"	"tool"	0.583333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
134	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
134	"white"	"tool"	0.458333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
134	"white"	"weapon"	0.708333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
135	"black"	"tool"	0.791666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
135	"black"	"weapon"	0.479166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
135	"white"	"tool"	0.625	"WIT"	"white_tool"	"congruent"	"Present"
135	"white"	"weapon"	0.270833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
136	"black"	"tool"	0.458333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
136	"black"	"weapon"	0.625	"WIT"	"black_weapon"	"congruent"	"Absent"
136	"white"	"tool"	0.458333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
136	"white"	"weapon"	0.833333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
137	"black"	"tool"	0.229166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
137	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
137	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Present"
137	"white"	"weapon"	0.520833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
138	"black"	"tool"	0.666666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
138	"black"	"weapon"	0.645833333333333	"WIT"	"black_weapon"	"congruent"	"Present"
138	"white"	"tool"	0.5	"WIT"	"white_tool"	"congruent"	"Present"
138	"white"	"weapon"	0.8125	"WIT"	"white_weapon"	"incongruent"	"Present"
139	"black"	"tool"	0.4375	"WIT"	"black_tool"	"incongruent"	"Absent"
139	"black"	"weapon"	0.416666666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
139	"white"	"tool"	0.604166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
139	"white"	"weapon"	0.354166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
140	"black"	"tool"	0.916666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
140	"black"	"weapon"	0.854166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
140	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Absent"
140	"white"	"weapon"	0.916666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
141	"black"	"tool"	0.875	"WIT"	"black_tool"	"incongruent"	"Present"
141	"black"	"weapon"	0.958333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
141	"white"	"tool"	0.9375	"WIT"	"white_tool"	"congruent"	"Present"
141	"white"	"weapon"	0.9375	"WIT"	"white_weapon"	"incongruent"	"Present"
142	"black"	"tool"	0.375	"WIT"	"black_tool"	"incongruent"	"Absent"
142	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
142	"white"	"tool"	0.4375	"WIT"	"white_tool"	"congruent"	"Absent"
142	"white"	"weapon"	0.625	"WIT"	"white_weapon"	"incongruent"	"Absent"
143	"black"	"tool"	0.520833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
143	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Present"
143	"white"	"tool"	0.729166666666667	"WIT"	"white_tool"	"congruent"	"Present"
143	"white"	"weapon"	0.604166666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
144	"black"	"tool"	0.5625	"WIT"	"black_tool"	"incongruent"	"Absent"
144	"black"	"weapon"	0.4375	"WIT"	"black_weapon"	"congruent"	"Absent"
144	"white"	"tool"	0.666666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
144	"white"	"weapon"	0.375	"WIT"	"white_weapon"	"incongruent"	"Absent"
145	"black"	"tool"	0.395833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
145	"black"	"weapon"	0.625	"WIT"	"black_weapon"	"congruent"	"Present"
145	"white"	"tool"	0.708333333333333	"WIT"	"white_tool"	"congruent"	"Present"
145	"white"	"weapon"	0.5625	"WIT"	"white_weapon"	"incongruent"	"Present"
146	"black"	"tool"	0.4375	"WIT"	"black_tool"	"incongruent"	"Absent"
146	"black"	"weapon"	0.833333333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
146	"white"	"tool"	0.708333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
146	"white"	"weapon"	0.458333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
147	"black"	"tool"	0.541666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
147	"black"	"weapon"	0.395833333333333	"WIT"	"black_weapon"	"congruent"	"Present"
147	"white"	"tool"	0.645833333333333	"WIT"	"white_tool"	"congruent"	"Present"
147	"white"	"weapon"	0.375	"WIT"	"white_weapon"	"incongruent"	"Present"
148	"black"	"tool"	0.625	"WIT"	"black_tool"	"incongruent"	"Absent"
148	"black"	"weapon"	0.5625	"WIT"	"black_weapon"	"congruent"	"Absent"
148	"white"	"tool"	0.666666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
148	"white"	"weapon"	0.666666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
149	"black"	"tool"	0.583333333333333	"WIT"	"black_tool"	"incongruent"	"Present"
149	"black"	"weapon"	0.729166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
149	"white"	"tool"	0.5625	"WIT"	"white_tool"	"congruent"	"Present"
149	"white"	"weapon"	0.645833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
150	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Absent"
150	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
150	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Absent"
150	"white"	"weapon"	0.604166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
151	"black"	"tool"	0.604166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
151	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Present"
151	"white"	"tool"	0.729166666666667	"WIT"	"white_tool"	"congruent"	"Present"
151	"white"	"weapon"	0.708333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
152	"black"	"tool"	0.520833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
152	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
152	"white"	"tool"	0.708333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
152	"white"	"weapon"	0.833333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
153	"black"	"tool"	0.75	"WIT"	"black_tool"	"incongruent"	"Present"
153	"black"	"weapon"	0.9375	"WIT"	"black_weapon"	"congruent"	"Present"
153	"white"	"tool"	0.791666666666667	"WIT"	"white_tool"	"congruent"	"Present"
153	"white"	"weapon"	0.979166666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
154	"black"	"tool"	0.416666666666667	"WIT"	"black_tool"	"incongruent"	"Absent"
154	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
154	"white"	"tool"	0.75	"WIT"	"white_tool"	"congruent"	"Absent"
154	"white"	"weapon"	0.4375	"WIT"	"white_weapon"	"incongruent"	"Absent"
155	"black"	"tool"	0.770833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
155	"black"	"weapon"	0.708333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
155	"white"	"tool"	0.729166666666667	"WIT"	"white_tool"	"congruent"	"Present"
155	"white"	"weapon"	0.833333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
156	"black"	"tool"	0.833333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
156	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
156	"white"	"tool"	0.854166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
156	"white"	"weapon"	0.666666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
157	"black"	"tool"	0.604166666666667	"WIT"	"black_tool"	"incongruent"	"Present"
157	"black"	"weapon"	0.833333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
157	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Present"
157	"white"	"weapon"	0.916666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
158	"black"	"tool"	0.395833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
158	"black"	"weapon"	0.1875	"WIT"	"black_weapon"	"congruent"	"Absent"
158	"white"	"tool"	0.166666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
158	"white"	"weapon"	0.145833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
159	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Present"
159	"black"	"weapon"	0.604166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
159	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Present"
159	"white"	"weapon"	0.604166666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
