"Subject"	"Observer"	"BNcor"	"BPcor"	"BNfa"	"BPfa"	"APT_BlackC"	"APT_BlackA"	"WPcor"	"WNcor"	"WPfa"	"WNfa"	"APT_WhiteC"	"APT_WhiteA"	"APT_DiffA"	"APT_MeanC"	"APT_AResid"	"BGcor"	"BTcor"	"BGfa"	"BTfa"	"WIT_BlackC"	"WIT_BlackA"	"WTcor"	"WGcor"	"WTfa"	"WGfa"	"WIT_WhiteC"	"WIT_WhiteA"	"WIT_DiffA"	"WIT_MeanC"	"WIT_AResid"	"WIT_MeanC.stand"	"WIT_AResid.stand"	"WIT_DiffA.stand"	"AP_MeanC.stand"	"AP_AResid.stand"	"AP_DiffA.stand"
142	"Absent"	27	26	11	9	0.375	0.3	37	12	7	18	0.395833333333333	0.620689655172414	-0.320689655172414	0.385416666666667	-0.145980675197878	36	18	9	19	0.354166666666667	0.612903225806452	21	30	19	16	0.104166666666667	0.372093023255814	0.240810202550638	0.229166666666667	0.141721643530247	-0.750040253716313	0.82870280465897	0.909950612123178	0.213637699801309	-1.03022506677966	-1.33617856890372
143	"Present"	32	25	8	11	0.4375	0.407407407407407	35	24	8	14	0.4375	0.518518518518519	-0.111111111111111	0.4375	-0.00370667331501349	36	25	10	18	0.375	0.6	35	29	5	15	0.416666666666667	0.535714285714286	0.0642857142857143	0.395833333333333	0.118052129150294	-0.055758388165961	0.688544035749005	0.134629850354167	0.447379627588455	-0.0264698514207443	-0.195667606703765
144	"Absent"	17	27	26	18	-0.0208333333333333	0.36734693877551	30	14	12	29	0.0208333333333334	0.617021276595745	-0.249674337820234	2.77555756156289e-17	-0.0773818773122121	21	27	26	16	0.104166666666667	0.372093023255814	32	18	14	28	0.0833333333333333	0.636363636363636	-0.264270613107822	0.09375	-0.116477580712709	-1.31414426947598	-0.700221060126854	-1.30843646040314	-1.51605256582357	-0.54625469809783	-0.949718455407661
145	"Present"	40	33	8	15	0.520833333333333	0.652173913043478	38	21	8	26	0.25	0.722222222222222	-0.0700483091787439	0.385416666666667	0.171544559585614	30	19	17	24	0.125	0.571428571428571	34	27	14	21	0.270833333333333	0.6	-0.0285714285714286	0.197916666666667	0.0852506968449116	-0.880218103507005	0.494310715343416	-0.273211981922649	0.213637699801309	1.20994254082301	0.0277931294716493
146	"Absent"	15	26	33	22	-0.145833333333333	0.4	33	18	15	29	0.0833333333333334	0.659090909090909	-0.259090909090909	-0.03125	-0.0590853639737393	40	21	5	23	0.354166666666667	0.741935483870968	34	22	12	21	0.270833333333333	0.6	0.141935483870968	0.3125	0.255757609287308	-0.402899320941137	1.50396552088546	0.475678727469025	-1.65629772249586	-0.41717123630348	-1.00096274097441
147	"Present"	10	29	32	14	-0.0833333333333333	0.269230769230769	35	10	8	32	0.0625	0.711111111111111	-0.441880341880342	-0.0104166666666667	-0.207606842077889	19	26	29	20	-0.0208333333333334	0.408163265306122	31	18	16	29	0.0416666666666667	0.630434782608696	-0.222271517302573	0.0104166666666667	-0.0800172197409553	-1.66128520225115	-0.484321433891085	-1.12397043377195	-1.562800951381	-1.46500292914216	-1.9956893376516
148	"Absent"	44	9	2	35	0.1875	0.897435897435897	38	12	6	29	0.1875	0.743589743589744	0.153846153846154	0.1875	0.409514732152637	27	30	19	16	0.229166666666667	0.432432432432432	32	32	11	14	0.375	0.466666666666667	-0.0342342342342342	0.302083333333333	-0.0449721010733964	-0.446291937538034	-0.27680214938439	-0.29808383309407	-0.674581625789848	2.88884240062079	1.24621026563171
149	"Present"	30	26	14	21	0.1875	0.538461538461538	29	29	16	18	0.229166666666667	0.486486486486486	0.051975051975052	0.208333333333333	0.138278606277369	35	28	12	16	0.395833333333333	0.551724137931034	27	31	14	16	0.229166666666667	0.432432432432432	0.119291705498602	0.3125	0.0765722190262701	-0.402899320941137	0.442921204449883	0.376224019119192	-0.581084854674989	0.975248403558719	0.691835251072038
150	"Absent"	36	26	10	19	0.354166666666667	0.612903225806452	37	18	10	25	0.25	0.694444444444445	-0.0815412186379929	0.302083333333333	0.141753227721602	36	24	9	18	0.375	0.6	36	29	11	17	0.395833333333333	0.586206896551724	0.0137931034482759	0.385416666666667	0.114729712424392	-0.0991510047628581	0.668870381670879	-0.087140907249937	-0.160349384658125	0.999762154137818	-0.0347504352074281
151	"Present"	30	31	4	5	0.520833333333333	0.217391304347826	36	25	5	6	0.625	0.333333333333333	-0.115942028985507	0.572916666666667	-0.130527073887828	37	29	5	8	0.604166666666667	0.421052631578947	35	34	3	8	0.5625	0.380952380952381	0.0401002506265665	0.583333333333333	-0.0507118969482759	0.725308710578186	-0.310790287489115	0.0284038400580468	1.05510863983504	-0.921198591768357	-0.221957105077342
152	"Absent"	28	29	12	12	0.333333333333333	0.375	32	30	6	10	0.458333333333333	0.384615384615385	-0.00961538461538458	0.395833333333333	0.00958127338339521	36	25	11	15	0.4375	0.555555555555556	34	40	12	7	0.5625	0.333333333333333	0.222222222222222	0.5	0.0869243631275576	0.378167777803009	0.504221311816847	0.828309547987386	0.260386085358738	0.0672777456344098	0.356664642779583
153	"Present"	24	37	7	2	0.458333333333333	0.0769230769230769	38	32	8	4	0.708333333333333	0.285714285714286	-0.208791208791209	0.583333333333333	-0.25474497781598	45	36	2	7	0.791666666666667	0.7	38	47	4	0	0.791666666666667	0	0.7	0.791666666666667	0.253302160266579	1.59316104251613	1.48942560653225	2.92677777901853	1.10185702539247	-1.7975664963662	-0.727235485905783
154	"Absent"	24	29	20	12	0.25	0.333333333333333	35	21	8	20	0.3125	0.606060606060606	-0.272727272727273	0.28125	-0.107655079473741	32	20	15	24	0.166666666666667	0.6	36	21	12	27	0.1875	0.692307692307692	-0.0923076923076923	0.177083333333333	0.107748273900919	-0.967003336700799	0.627529870287201	-0.553150754373009	-0.253846155772984	-0.759834720822341	-1.07517082501983
155	"Present"	26	32	18	13	0.270833333333333	0.371428571428571	34	31	14	13	0.4375	0.481481481481481	-0.11005291005291	0.354166666666667	-0.0270463687964961	34	37	11	10	0.5	0.416666666666667	35	40	12	8	0.5625	0.380952380952381	0.0357142857142858	0.53125	-0.0550978618605566	0.508345627593701	-0.336761730448174	0.00914005580745481	0.0733925431290211	-0.191133393279326	-0.189908954679076
156	"Absent"	22	21	13	19	0.0625	0.422222222222222	22	20	16	17	0.104166666666667	0.395348837209302	0.0268733850129199	0.0833333333333333	0.0531406319909998	36	40	8	4	0.666666666666667	0.25	41	32	4	14	0.5625	0.666666666666667	-0.416666666666667	0.614583333333333	-0.240564545122575	0.855486560368877	-1.43500065426132	-1.97778169118217	-1.14206548136414	0.374592735031207	0.555233832887599
157	"Present"	23	22	19	20	0.0625	0.444444444444444	30	19	16	23	0.145833333333333	0.560975609756098	-0.116531165311653	0.104166666666667	0.0188415929079844	40	29	6	5	0.729166666666667	0.384615384615385	33	44	5	4	0.604166666666667	0.210526315789474	0.174089068825911	0.666666666666667	-0.0759350989251374	1.07244964335336	-0.460149200405325	0.616901864416789	-1.04856871024928	0.132610089531991	-0.225163141464364
159	"Present"	31	35	9	5	0.541666666666667	0.227272727272727	42	32	5	5	0.770833333333333	0.454545454545455	-0.227272727272727	0.65625	-0.162010110772447	29	24	15	16	0.270833333333333	0.457142857142857	33	29	13	16	0.354166666666667	0.516129032258065	-0.0589861751152074	0.3125	-0.0235163028918446	-0.402899320941137	-0.149751876580567	-0.40679789224657	1.42909572429447	-1.14331410163003	-0.827810544868438
160	"Absent"	14	32	32	15	-0.0208333333333333	0.306122448979592	30	18	18	29	0.0208333333333334	0.617021276595745	-0.310898827616153	2.77555756156289e-17	-0.138606367108131	18	20	23	21	-0.0625	0.411764705882353	17	21	24	23	-0.125	0.425925925925926	-0.014161220043573	-0.09375	-0.062959084516361	-2.09521136822012	-0.383311873889134	-0.209920288158893	-1.51605256582357	-0.978198694380002	-1.28289760826464
161	"Present"	38	28	9	17	0.4375	0.62962962962963	31	28	14	13	0.375	0.433333333333333	0.196296296296296	0.40625	0.247585572051122	39	38	7	2	0.770833333333333	0.181818181818182	39	38	2	10	0.604166666666667	0.526315789473684	-0.344497607655502	0.6875	-0.299511267432992	1.15923487654716	-1.78405302169406	-1.66080487760424	0.307134470916168	1.74641836798267	1.47722080646825
162	"Absent"	21	34	24	10	0.229166666666667	0.27027027027027	29	11	16	34	-0.104166666666667	0.641509433962264	-0.371239163691994	0.0625	-0.182815295877324	19	31	25	14	0.104166666666667	0.325581395348837	25	18	18	25	0	0.520833333333333	-0.195251937984496	0.0520833333333333	-0.15538730796986	-1.48771473586356	-0.930624581865512	-1.0052965827642	-1.235562252479	-1.29009645665735	-1.61126526185992
163	"Present"	22	36	26	11	0.229166666666667	0.297297297297297	32	23	15	23	0.1875	0.58974358974359	-0.292446292446292	0.208333333333333	-0.138122822843111	33	19	14	28	0.104166666666667	0.651162790697674	22	28	25	20	0.0416666666666666	0.434782608695652	0.216380182002022	0.0729166666666666	0.175856230058283	-1.40092950266977	1.03083038312219	0.802650473043558	-0.581084854674989	-0.974787248357207	-1.182480274344
164	"Absent"	33	30	6	4	0.604166666666667	0.210526315789474	31	28	2	5	0.541666666666667	0.227272727272727	-0.0167464114832537	0.572916666666667	-0.10119816011285	38	36	2	5	0.6875	0.333333333333333	32	31	4	12	0.416666666666667	0.428571428571429	-0.0952380952380952	0.552083333333333	-0.141564531293115	0.595130860787494	-0.848773161898447	-0.566021502531646	1.05510863983504	-0.714280604132898	0.317858121095912
165	"Present"	31	30	6	12	0.395833333333333	0.413793103448276	44	17	1	21	0.479166666666667	0.84	-0.426206896551724	0.4375	-0.107028716791172	38	32	4	3	0.729166666666667	0.230769230769231	41	32	0	9	0.666666666666667	0.5625	-0.331730769230769	0.697916666666667	-0.252941141636289	1.20262749314405	-1.5082885343087	-1.60473110002167	0.447379627588455	-0.755415678685239	-1.91039560544826
166	"Absent"	27	24	17	19	0.166666666666667	0.475	22	22	19	22	0	0.458333333333333	0.0166666666666667	0.0833333333333333	0.0844245225857784	36	9	8	32	0.0833333333333334	0.727272727272727	12	33	27	10	0.0416666666666667	0.217391304347826	0.509881422924901	0.0625	0.266270527086321	-1.44432211926667	1.56621764793414	2.09174983783516	-1.14206548136414	0.595303250836335	0.499689625277376
167	"Present"	27	32	7	5	0.458333333333333	0.192307692307692	34	27	7	11	0.479166666666667	0.44	-0.247692307692308	0.46875	-0.192011410560339	37	27	2	4	0.6875	0.266666666666667	29	43	7	3	0.541666666666667	0.136363636363636	0.13030303030303	0.614583333333333	-0.18900390825999	0.855486560368877	-1.12968491052158	0.424587330178012	0.587624784260743	-1.35497582992271	-0.938932393797987
168	"Absent"	29	24	14	19	0.208333333333333	0.5	30	36	10	9	0.4375	0.333333333333333	0.166666666666667	0.322916666666667	0.152081621764346	34	33	10	8	0.541666666666667	0.363636363636364	40	29	3	13	0.5625	0.619047619047619	-0.255411255411255	0.552083333333333	-0.123794845386986	0.595130860787495	-0.743550162366642	-1.26952489620261	-0.066852613543267	1.07262985483848	1.31597854977698
169	"Present"	20	30	19	14	0.125	0.333333333333333	35	18	12	22	0.270833333333333	0.628571428571428	-0.295238095238095	0.197916666666667	-0.115337050581223	10	33	37	14	-0.0833333333333333	0.269230769230769	30	17	16	30	0	0.625	-0.355769230769231	-0.0416666666666667	-0.218592106804984	-1.87824828523564	-1.30489110257774	-1.71031145601049	-0.627833240232418	-0.814031682047345	-1.19767305899957
170	"Absent"	32	9	9	25	0.145833333333333	0.609756097560976	15	30	24	9	0.125	0.214285714285714	0.395470383275261	0.135416666666667	0.302463528066815	32	13	6	22	0.208333333333333	0.578947368421053	11	30	21	11	0	0.229166666666667	0.349780701754386	0.104166666666667	0.11717034871011	-1.27075165287908	0.683322582576741	1.38856460660877	-0.908323553576994	2.13358702725986	2.56111148145658
171	"Present"	28	23	20	25	0.0625	0.555555555555556	20	27	26	19	0.0208333333333334	0.404255319148936	0.151300236406619	0.0416666666666667	0.183434567856885	18	32	30	14	0.0833333333333333	0.318181818181818	27	22	18	23	0.0833333333333333	0.522727272727273	-0.204545454545455	0.0833333333333333	-0.162911506459008	-1.35753688607287	-0.975179040412677	-1.04611503469899	-1.32905902359386	1.29382756306885	1.23235557090783
172	"Absent"	30	34	16	12	0.375	0.4	43	32	5	14	0.604166666666667	0.736842105263158	-0.336842105263158	0.489583333333333	-0.0856184878647144	33	33	13	10	0.479166666666667	0.4	36	29	12	19	0.354166666666667	0.612903225806452	-0.212903225806452	0.416666666666667	-0.0870269075911918	0.031026845027833	-0.525829223352301	-1.08282355964338	0.681121555375602	-0.604364687903003	-1.42407900965443
173	"Present"	25	15	17	26	-0.0208333333333333	0.530612244897959	19	24	20	15	0.0833333333333333	0.340909090909091	0.189703153988868	0.03125	0.18010858792421	25	24	8	4	0.4375	0.148148148148148	28	21	6	16	0.25	0.444444444444444	-0.296296296296296	0.34375	-0.327794161844709	-0.272721471150446	-1.95152986969032	-1.44909783452703	-1.37580740915129	1.27036249102884	1.4413414128469
174	"Absent"	31	28	9	14	0.354166666666667	0.451612903225807	30	30	11	10	0.416666666666667	0.357142857142857	0.0944700460829494	0.385416666666667	0.095569363241854	39	29	8	13	0.541666666666667	0.590909090909091	41	28	3	17	0.5	0.708333333333333	-0.117424242424242	0.520833333333333	0.0976028766996935	0.464953010996804	0.567454012413636	-0.663466229357692	0.213637699801309	0.673931052014585	0.923089871318387
175	"Present"	38	30	0	4	0.708333333333333	0.285714285714286	33	34	5	3	0.625	0.166666666666667	0.119047619047619	0.666666666666667	-0.00532796028327817	40	28	4	9	0.645833333333333	0.529411764705882	39	41	7	3	0.75	0.25	0.279411764705882	0.697916666666667	0.0662639104515287	1.20262749314405	0.381880668670935	1.07949418576471	1.4758441098519	-0.037908169233221	1.05683920866599
176	"Absent"	27	35	3	4	0.479166666666667	0.16	27	33	2	3	0.5	0.125	0.035	0.489583333333333	-0.116823212938041	42	42	4	1	0.854166666666667	0.142857142857143	35	32	5	12	0.479166666666667	0.48	-0.337142857142857	0.666666666666667	-0.335424724756469	1.07244964335336	-1.99671416399542	-1.62850176302715	0.681121555375602	-0.824516684203638	0.599458271605105
177	"Present"	15	32	32	14	0.0208333333333333	0.297872340425532	29	24	18	23	0.125	0.547619047619048	-0.249746707193516	0.0729166666666666	-0.123172493544809	41	28	5	16	0.520833333333333	0.695652173913043	36	31	8	16	0.416666666666667	0.571428571428572	0.124223602484472	0.46875	0.211354300988919	0.247989928012318	1.24103181946981	0.397885615001075	-1.18881386692157	-0.869311400304109	-0.950112284193545
178	"Absent"	42	26	3	16	0.541666666666667	0.727272727272727	36	34	8	10	0.541666666666667	0.454545454545455	0.272727272727273	0.541666666666667	0.337989889227553	45	28	2	11	0.708333333333333	0.785714285714286	38	20	1	22	0.333333333333333	0.6875	0.0982142857142859	0.520833333333333	0.2937789060483	0.464953010996804	1.72910821121858	0.28364898137839	0.914863483162749	2.38422853467437	1.8931525367969
179	"Present"	18	28	15	8	0.208333333333333	0.210526315789474	29	14	7	13	0.333333333333333	0.40625	-0.195723684210526	0.270833333333333	-0.162275370300345	28	15	11	15	0.270833333333333	0.428571428571429	20	25	12	13	0.145833333333333	0.317073170731707	0.111498257839721	0.208333333333333	-0.0389898442129315	-0.836825486910107	-0.241378281221885	0.34199408402587	-0.300594541330413	-1.14518553021872	-0.6561229820002
180	"Absent"	30	20	16	28	0.0416666666666666	0.608695652173913	14	30	30	13	0.0208333333333334	0.276595744680851	0.332099907493062	0.03125	0.280139361508673	27	15	11	23	0.0833333333333333	0.522727272727273	23	28	18	11	0.25	0.305555555555556	0.217171717171717	0.166666666666667	0.0559238596904895	-1.0103959532977	0.320652171885159	0.80612700854731	-1.37580740915129	1.97608812855225	2.21625403131472
182	"Absent"	18	36	24	11	0.145833333333333	0.268292682926829	34	21	12	22	0.25	0.611111111111111	-0.342818428184282	0.197916666666667	-0.174419249038975	14	21	22	18	-0.0833333333333333	0.346153846153846	25	10	14	32	-0.145833333333333	0.581818181818182	-0.235664335664336	-0.114583333333333	-0.138827663737382	-2.18199660141392	-0.832566830787316	-1.18279360463361	-0.627833240232418	-1.23086163025998	-1.45660171771941
183	"Present"	30	23	15	23	0.145833333333333	0.560975609756098	23	24	20	24	-0.0208333333333333	0.489795918367347	0.0711796913887505	0.0625	0.159663311460196	32	23	10	20	0.25	0.555555555555556	30	22	13	22	0.166666666666667	0.55	0.00555555555555554	0.208333333333333	0.0726676838760824	-0.836825486910108	0.419800542528761	-0.123321393991853	-1.235562252479	1.12611932215316	0.796345480754775
184	"Absent"	32	36	6	6	0.541666666666667	0.272727272727273	38	33	4	6	0.666666666666667	0.375	-0.102272727272727	0.604166666666667	-0.0894101385679038	45	39	3	6	0.8125	0.666666666666667	42	39	6	8	0.708333333333333	0.571428571428572	0.0952380952380951	0.760416666666667	0.182368793742542	1.46298319272544	1.06939445730559	0.270577127779773	1.19535379650732	-0.631115106937951	-0.147569774452104
185	"Present"	27	21	18	23	0.0833333333333333	0.522727272727273	30	15	11	27	0.0625	0.6	-0.0772727272727273	0.0729166666666667	0.0838070829106745	37	29	9	9	0.583333333333333	0.45	32	39	7	6	0.541666666666667	0.272727272727273	0.177272727272727	0.5625	-0.014643310119893	0.638523477384392	-0.0972105475317096	0.630884946970714	-1.18881386692157	0.590947161277784	-0.011521620368838
186	"Absent"	17	34	22	6	0.229166666666667	0.162162162162162	26	20	15	11	0.3125	0.333333333333333	-0.171171171171171	0.270833333333333	-0.185756216073492	27	18	8	10	0.354166666666667	0.32258064516129	33	16	7	17	0.333333333333333	0.53125	-0.20866935483871	0.34375	-0.159073475429113	-0.272721471150446	-0.95245218190797	-1.0642277937176	-0.300594541330413	-1.31084489942125	-0.522510018915816
187	"Present"	21	41	27	7	0.291666666666667	0.205882352941176	22	44	25	2	0.416666666666667	0.0714285714285714	0.134453781512605	0.354166666666667	-0.0526592460631929	22	22	19	23	-0.0208333333333334	0.469387755102041	20	23	24	20	0	0.416666666666667	0.0527210884353741	-0.0104166666666667	-0.00472677549960153	-1.74807043544495	-0.0384898969124346	0.0838363620852597	0.0733925431290209	-0.371834426472737	1.14067840726072
188	"Absent"	36	36	7	7	0.604166666666667	0.368421052631579	36	35	11	9	0.5625	0.428571428571429	-0.0601503759398496	0.583333333333333	-0.0119979725972694	38	36	3	7	0.645833333333333	0.411764705882353	45	28	2	14	0.645833333333333	0.823529411764706	-0.411764705882353	0.645833333333333	-0.0891214169788469	0.985664410159568	-0.538231837640524	-1.95625157937268	1.10185702539247	-0.0849656748777802	0.0816569513272886
189	"Present"	23	33	10	6	0.354166666666667	0.193548387096774	38	22	5	9	0.604166666666667	0.473684210526316	-0.280135823429542	0.479166666666667	-0.20226568144464	34	39	11	3	0.645833333333333	0.176470588235294	43	36	2	6	0.770833333333333	0.545454545454546	-0.368983957219251	0.708333333333333	-0.306118192271071	1.24602010974095	-1.82317585441133	-1.76835242176263	0.634373169818172	-1.42732058541988	-1.11548761091887
190	"Absent"	19	30	20	14	0.104166666666667	0.325581395348837	26	26	19	20	0.125	0.476190476190476	-0.150609080841639	0.114583333333333	-0.0710879533766083	25	22	15	14	0.229166666666667	0.378378378378378	22	27	18	14	0.166666666666667	0.35	0.0283783783783784	0.197916666666667	-0.0913494816843484	-0.880218103507005	-0.551425298273554	-0.0230802968464309	-1.00182032469185	-0.501850528032832	-0.410612641578767
191	"Present"	20	35	21	11	0.1875	0.282051282051282	28	25	16	19	0.1875	0.487179487179487	-0.205128205128205	0.1875	-0.118368141327224	30	15	14	11	0.395833333333333	0.379310344827586	24	23	8	14	0.208333333333333	0.368421052631579	0.0108892921960073	0.302083333333333	-0.091629621568262	-0.446291937538034	-0.553084143513115	-0.0998948609606738	-0.674581625789847	-0.8354162857294	-0.707301690435707
192	"Absent"	36	30	7	15	0.4375	0.555555555555556	32	32	11	13	0.395833333333333	0.448275862068965	0.10727969348659	0.416666666666667	0.168412258535012	26	27	21	20	0.125	0.476190476190476	28	27	19	21	0.145833333333333	0.51219512195122	-0.0360046457607433	0.135416666666667	-0.00420983231753884	-1.14057380308839	-0.035428823548983	-0.305859733349436	0.353882856473597	1.18784388981153	0.992799026667301
193	"Present"	26	27	4	7	0.395833333333333	0.241379310344828	25	22	10	12	0.270833333333333	0.342857142857143	-0.101477832512315	0.333333333333333	-0.109789132590146	30	23	16	21	0.1875	0.538461538461538	26	37	19	9	0.354166666666667	0.290322580645161	0.248138957816377	0.270833333333333	0.0726604560586472	-0.576469787328725	0.419757743087363	0.942139551863505	-0.0201042279858376	-0.774890647534854	-0.143244015858324
194	"Absent"	32	19	13	23	0.1875	0.58974358974359	27	27	17	15	0.25	0.416666666666667	0.173076923076923	0.21875	0.213387145388891	34	18	8	25	0.1875	0.641025641025641	23	21	24	22	0.0208333333333334	0.468085106382979	0.172940534642662	0.104166666666667	0.163527774104091	-1.27075165287908	0.957827566868223	0.611857338262787	-0.53433646911756	1.50514555169158	1.35086269184961
195	"Present"	17	22	25	25	-0.166666666666667	0.446428571428571	22	15	21	27	-0.104166666666667	0.509433962264151	-0.0630053908355795	-0.135416666666667	0.0384146572432373	33	13	14	30	0.0625	0.666666666666667	14	27	32	15	-0.0208333333333333	0.306122448979592	0.360544217687075	0.0208333333333333	0.199825952009655	-1.61789258565425	1.17276682786243	1.43583950571354	-2.12378157807016	0.270699727463458	0.0661201710695174
196	"Absent"	17	33	15	4	0.270833333333333	0.114285714285714	34	22	5	5	0.604166666666667	0.263157894736842	-0.148872180451128	0.4375	-0.20968481879706	40	30	3	6	0.708333333333333	0.428571428571429	28	37	9	5	0.479166666666667	0.2	0.228571428571429	0.59375	-0.0312864227787385	0.768701327175083	-0.195762555978041	0.856196168997767	0.447379627588456	-1.4796632320904	-0.401160557900545
197	"Present"	24	34	19	13	0.229166666666667	0.351351351351351	32	16	12	28	0.0833333333333333	0.636363636363636	-0.285012285012285	0.15625	-0.0999781764081029	28	23	18	18	0.208333333333333	0.473684210526316	21	28	22	16	0.104166666666667	0.372093023255814	0.101591187270502	0.15625	0.00250262825011116	-1.05378856989459	0.00431893782948236	0.29848081526568	-0.814826782462136	-0.705673515064713	-1.14202495479048
198	"Absent"	27	37	19	10	0.354166666666667	0.32258064516129	37	26	8	18	0.395833333333333	0.620689655172414	-0.298109010011123	0.375	-0.123400030036588	34	22	13	26	0.166666666666667	0.65	33	28	14	19	0.291666666666667	0.558823529411765	0.0911764705882353	0.229166666666667	0.166531539572729	-0.750040253716313	0.975614331033323	0.252737892280486	0.16688931424388	-0.870916689656238	-1.2132963652156
199	"Present"	43	39	2	7	0.75	0.583333333333333	42	39	5	7	0.729166666666667	0.538461538461538	0.0448717948717949	0.739583333333333	0.165413561573876	45	43	2	3	0.875	0.5	41	43	3	3	0.791666666666667	0.3	0.2	0.833333333333333	0.0335621428414597	1.76673150890371	0.188237511661804	0.730706374451054	1.8030828087539	1.166687827044	0.653179850396959
200	"Absent"	26	25	2	10	0.333333333333333	0.3125	26	29	6	4	0.458333333333333	0.153846153846154	0.158653846153846	0.395833333333333	0.0258328410976739	40	27	5	10	0.625	0.555555555555556	27	43	10	2	0.520833333333333	0.0869565217391304	0.468599033816425	0.572916666666667	0.103135971640941	0.681916093981289	0.600218173214671	1.91043168936846	0.260386085358738	0.181933941672222	1.27237337218618
201	"Present"	38	38	7	8	0.625	0.444444444444444	33	35	7	6	0.5625	0.285714285714286	0.158730158730159	0.59375	0.112776389705388	43	34	1	13	0.625	0.722222222222222	34	39	9	6	0.583333333333333	0.3	0.422222222222222	0.604166666666667	0.255784365063682	0.81209394377198	1.5041239549208	1.70673810981438	1.14860541094989	0.795328091002851	1.27278865959181
202	"Absent"	29	28	13	15	0.291666666666667	0.441176470588235	32	31	10	7	0.520833333333333	0.304347826086956	0.136828644501279	0.40625	0.10314959361138	33	23	15	21	0.25	0.583333333333333	24	25	18	18	0.125	0.428571428571429	0.154761904761905	0.1875	0.108435468706885	-0.923610720103902	0.63159908676792	0.532014199752092	0.307134470916167	0.727410223657607	1.15360223629311
204	"Absent"	34	39	10	8	0.541666666666667	0.363636363636364	32	30	9	16	0.333333333333333	0.5	-0.136363636363636	0.4375	-0.0411581468373804	35	26	12	20	0.3125	0.606060606060606	34	24	11	19	0.3125	0.575757575757576	0.0303030303030304	0.3125	0.121477884400188	-0.402899320941137	0.708829607759669	-0.014626950735483	0.447379627588455	-0.290693190705894	-0.333089984565649
205	"Present"	33	24	9	19	0.291666666666667	0.558823529411765	47	29	0	15	0.666666666666667	0.9375	-0.378676470588235	0.479166666666667	0.00472917181303389	46	31	0	11	0.729166666666667	0.846153846153846	45	38	1	4	0.854166666666667	0.571428571428571	0.274725274725275	0.791666666666667	0.361855973229722	1.59316104251613	2.13222581532247	1.0589104524963	0.634373169818172	0.0330457553041515	-1.6517385368433
206	"Absent"	27	27	16	18	0.1875	0.461538461538462	21	23	19	19	0.0416666666666667	0.41304347826087	0.048494983277592	0.114583333333333	0.0864184548411123	23	24	23	20	0.0625	0.444444444444444	29	19	18	28	0.0208333333333333	0.595744680851064	-0.151300236406619	0.0416666666666666	-0.0414534298920505	-1.53110735246046	-0.255966376708203	-0.812254432729688	-1.00182032469185	0.60937061292552	0.672896974177142
