"Subject"	"Task"	"C_black"	"A_neg_black"	"A_pos_black"	"C_white"	"A_neg_white"	"A_pos_white"	"AResid"	"C_mean"	"IMS"	"EMS"	"Observer"
79	"APT"	0.542441860465116	0.508259212198221	0.491740787801779	0.401515151515151	0.341772151898734	0.658227848101266	-0.0613298799151936	0.471978505990134	8.2	7	"Present"
80	"APT"	0.286304909560724	0.782041998551774	0.217958001448226	0.270833333333333	0.542857142857143	0.457142857142857	0.215043424524839	0.278569121447028	5	5	"Absent"
81	"APT"	0.4	0.5	0.5	0.661904761904762	0.704225352112676	0.295774647887324	-0.0649197154176128	0.530952380952381	5.4	5.2	"Present"
82	"APT"	0	0.440860215053763	0.559139784946237	0	0.490081680280047	0.509918319719953	-0.126818249549174	0	NA	NA	"Absent"
83	"APT"	0.580286168521463	0.579545454545454	0.420454545454546	0.505900865460267	0.542993630573248	0.457006369426752	0.0125486388491413	0.543093516990865	8.2	3.4	"Present"
84	"APT"	0.00188560653676928	0.487405541561713	0.512594458438287	0.129679144385027	0.391705069124424	0.608294930875576	-0.0815402796413901	0.065782375460898	7.2	4.2	"Absent"
85	"APT"	0.595225739491437	0.578205128205128	0.421794871794872	0.632723112128146	0.355140186915888	0.644859813084112	0.00878825250790434	0.613974425809792	8	7.4	"Present"
86	"APT"	0.198781838316722	0.564616447823082	0.435383552176918	0.383333333333333	0.504504504504504	0.495495495495495	-0.00287621182826035	0.291057585825028	8.4	2.2	"Absent"
87	"APT"	0.638888888888889	0.307692307692308	0.692307692307692	0.442857142857143	0.358974358974359	0.641025641025641	-0.261675173507511	0.540873015873016	7.2	5.2	"Present"
88	"APT"	0.0185185185185186	0.60377358490566	0.39622641509434	0.229166666666667	0.567567567567568	0.432432432432432	0.0370933479253239	0.123842592592593	NA	NA	"Absent"
89	"APT"	0.822916666666667	0.470588235294118	0.529411764705882	0.675287356321839	0.256637168141593	0.743362831858407	-0.100097625474998	0.749102011494253	NA	NA	"Present"
90	"APT"	0.162790697674419	0.388888888888889	0.611111111111111	0.33596837944664	0.410714285714286	0.589285714285714	-0.179812042234894	0.249379538560529	NA	NA	"Absent"
91	"APT"	0.175	0.454545454545455	0.545454545454545	0.375	0.2	0.8	-0.116870046003032	0.275	8	6	"Present"
92	"APT"	0.488953488372093	0.364050056882821	0.635949943117179	0.590909090909091	0.333333333333333	0.666666666666667	-0.205647750018395	0.539931289640592	7.6	6	"Absent"
93	"APT"	0.268627450980392	0.638069705093834	0.361930294906166	0.25	0	1	0.0640776640744417	0.259313725490196	6.2	3	"Present"
94	"APT"	0.584415584415584	0.65625	0.34375	0.544698544698545	0.168949771689498	0.831050228310502	0.0844344886021487	0.564557064557065	9	6.8	"Absent"
95	"APT"	0.567567567567568	0.5625	0.4375	0.686011904761905	0.303317535545024	0.696682464454976	-0.00758449149005706	0.626789736164736	9	4.2	"Present"
96	"APT"	0.623791102514507	0.604113110539846	0.395886889460154	0.460520094562648	0.329535495179667	0.670464504820333	0.0343663772201049	0.542155598538577	9	6.2	"Absent"
97	"APT"	0.695726495726496	0.926966292134831	0.0730337078651686	0.539655172413793	0.325842696629214	0.674157303370786	0.35717198559051	0.617690834070144	7.2	7	"Present"
98	"APT"	0.00532945736434115	0.350706283487579	0.649293716512421	0.130434782608696	0.35	0.65	-0.218776811707729	0.0678821199865184	9	6	"Absent"
99	"APT"	0.487148102815178	0.589498806682578	0.410501193317422	0.521367521367521	0.464285714285714	0.535714285714286	0.0214880203277871	0.504257812091349	8.2	4.4	"Present"
100	"APT"	0.535378525482434	0.549520766773163	0.450479233226837	0.512714063310846	0.349307774227902	0.650692225772098	-0.0199712461607289	0.52404629439664	4.4	5.2	"Absent"
101	"APT"	0.342789598108747	0.676258992805755	0.323741007194245	0.360683760683761	0.27807486631016	0.72192513368984	0.105849307521312	0.351736679396254	NA	NA	"Present"
