"Subject"	"APperfBias"	"WITperfBias"	"WITStand"	"APStand"
1	0.03125	0.0104166666666665	1.0388791138139	0.867304205955887
2	-0.197916666666666	-0.15625	-0.409036027390136	-0.804973842337667
3	0.0208333333333335	-0.135416666666667	-0.228046634739634	0.79129156739709
4	-0.0104166666666665	-0.0625	0.405416239537131	0.563253651720695
5	-0.0937500000000004	-0.125	-0.137551938414379	-0.0448474567496938
6	0.09375	-0.104166666666667	0.0434374542361227	1.32338003730868
7	-0.15625	-0.135416666666667	-0.228046634739634	-0.500923288102479
8	-0.125	0.0416666666666665	1.31036320278965	-0.272885372426085
9	0.041666666666667	0.03125	1.2198685064644	0.943316844514687
10	0.15625	-0.0416666666666665	0.586405632187637	1.77945586866147
11	-0.40625	-0.15625	-0.40903602739014	-2.32522661351363
12	-0.0833333333333335	-0.40625	-2.5809087391962	0.0311651818091064
13	-0.0416666666666665	0	0.948384417488644	0.335215736044301
14	-0.09375	-0.197916666666667	-0.771014812691148	-0.0448474567496906
15	-0.104166666666667	-0.197916666666667	-0.771014812691148	-0.120860095308491
16	0.135416666666667	-0.0625	0.405416239537131	1.62743059154387
17	-4.9960036108132e-16	-0.0104166666666665	0.857889721163393	0.639266290279489
18	0.0833333333333335	0.0625	1.49135259544016	1.24736739874988
19	-0.0208333333333335	-0.197916666666667	-0.771014812691148	0.487241013161895
20	-0.3125	-0.270833333333333	-1.40447768696792	-1.64111286648445
21	-0.1875	-0.197916666666667	-0.771014812691148	-0.728961203778874
22	-0.21875	0.010416666666667	1.0388791138139	-0.956999119455268
23	-0.0520833333333335	-0.09375	0.133932150561374	0.259203097485501
24	-0.010416666666667	0.0729166666666665	1.58184729176541	0.563253651720692
25	-0.40625	-0.1875	-0.680520116365901	-2.32522661351363
26	-0.0208333333333335	-0.145833333333333	-0.318541331064889	0.487241013161895
27	0.208333333333333	-0.177083333333333	-0.590025420040646	2.15951906145546
28	-0.114583333333333	0.0416666666666665	1.31036320278965	-0.196872733867285
29	0.083333333333333	-0.03125	0.676900328512888	1.24736739874988
30	-0.145833333333333	-0.135416666666667	-0.228046634739634	-0.424910649543682
31	-0.010416666666667	0.0624999999999996	1.49135259544015	0.563253651720692
32	-0.010416666666667	0.125	2.03432077339167	0.563253651720692
33	-0.208333333333333	0.0520833333333335	1.40085789911491	-0.880986480896471
34	-0.052083333333333	0	0.948384417488644	0.259203097485504
35	-0.03125	-0.177083333333333	-0.590025420040642	0.411228374603098
36	0.0833333333333339	0.0104166666666665	1.0388791138139	1.24736739874988
37	-0.385416666666667	-0.177083333333333	-0.590025420040646	-2.17320133639604
38	0.114583333333333	-0.197916666666667	-0.771014812691148	1.47540531442627
39	-0.03125	0.052083333333333	1.4008578991149	0.411228374603098
40	-0.052083333333333	0.0729166666666665	1.58184729176541	0.259203097485504
41	-0.0208333333333335	-0.197916666666667	-0.771014812691148	0.487241013161895
42	-0.302083333333333	-0.291666666666667	-1.58546707961842	-1.56510022792565
43	0.208333333333333	-0.0625	0.405416239537131	2.15951906145545
44	-0.041666666666667	-0.239583333333333	-1.13299359799216	0.335215736044298
45	-0.239583333333333	-0.020833333333333	0.767395024838142	-1.10902439657287
46	0.0520833333333335	-0.114583333333333	-0.0470572420891322	1.01932948307348
47	-0.041666666666667	-0.135416666666667	-0.228046634739638	0.335215736044298
48	0.21875	-0.125	-0.137551938414383	2.23553170001425
49	-0.21875	-0.0729166666666665	0.31492154321188	-0.956999119455268
50	0.0729166666666665	-0.21875	-0.952004205341654	1.17135476019108
51	-0.177083333333333	-0.15625	-0.40903602739014	-0.652948565220077
52	-0.09375	0	0.948384417488644	-0.0448474567496906
54	-0.104166666666667	-0.145833333333333	-0.318541331064889	-0.120860095308491
55	-0.0937500000000005	-0.15625	-0.40903602739014	-0.0448474567496943
56	-0.270833333333333	-0.177083333333333	-0.590025420040646	-1.33706231224926
57	-0.177083333333333	-0.104166666666667	0.0434374542361227	-0.652948565220077
58	-0.25	-0.0520833333333335	0.495910935862382	-1.18503703513166
59	0.104166666666667	0.0729166666666665	1.58184729176541	1.39939267586747
60	-0.0625000000000004	-0.09375	0.133932150561374	0.183190458926701
61	-0.197916666666667	0.0937499999999995	1.76283668441591	-0.804973842337671
62	-0.125	-0.197916666666667	-0.771014812691148	-0.272885372426088
63	0	-0.125	-0.137551938414383	0.639266290279492
