"Subject"	"PrimeType"	"TargetType"	"Accuracy"	"Task"	"TrialType"	"ConType"	"Observer"
81	"white"	"tool"	0.416666666666667	"WIT"	"white_tool"	"congruent"	"Present"
81	"white"	"weapon"	0.666666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
82	"black"	"tool"	0.333333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
82	"black"	"weapon"	0.354166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
82	"white"	"tool"	0.458333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
82	"white"	"weapon"	0.333333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
83	"black"	"tool"	0.520833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
83	"black"	"weapon"	0.791666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
83	"white"	"tool"	0.583333333333333	"WIT"	"white_tool"	"congruent"	"Present"
83	"white"	"weapon"	0.645833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
84	"black"	"tool"	0.708333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
84	"black"	"weapon"	0.708333333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
84	"white"	"tool"	0.666666666666667	"WIT"	"white_tool"	"congruent"	"Absent"
84	"white"	"weapon"	0.729166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
85	"black"	"tool"	0.541666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
85	"black"	"weapon"	0.9375	"WIT"	"black_weapon"	"congruent"	"Present"
85	"white"	"tool"	0.666666666666667	"WIT"	"white_tool"	"congruent"	"Present"
85	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
86	"black"	"tool"	0.5625	"WIT"	"black_tool"	"incongruent"	"Absent"
86	"black"	"weapon"	0.604166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
86	"white"	"tool"	0.583333333333333	"WIT"	"white_tool"	"congruent"	"Absent"
86	"white"	"weapon"	0.708333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
87	"black"	"tool"	0.520833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
87	"black"	"weapon"	0.729166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
87	"white"	"tool"	0.625	"WIT"	"white_tool"	"congruent"	"Present"
87	"white"	"weapon"	0.416666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
88	"black"	"tool"	0.375	"WIT"	"black_tool"	"incongruent"	"Absent"
88	"black"	"weapon"	0.604166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
88	"white"	"tool"	0.604166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
88	"white"	"weapon"	0.479166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
89	"black"	"tool"	0.333333333333333	"WIT"	"black_tool"	"incongruent"	"Present"
89	"black"	"weapon"	0.854166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
89	"white"	"tool"	0.291666666666667	"WIT"	"white_tool"	"congruent"	"Present"
89	"white"	"weapon"	0.770833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
90	"black"	"tool"	0.5	"WIT"	"black_tool"	"incongruent"	"Absent"
90	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
90	"white"	"tool"	0.729166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
90	"white"	"weapon"	0.395833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
91	"black"	"tool"	0.6875	"WIT"	"black_tool"	"incongruent"	"Present"
91	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Present"
91	"white"	"tool"	0.604166666666667	"WIT"	"white_tool"	"congruent"	"Present"
91	"white"	"weapon"	0.708333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
92	"black"	"tool"	0.583333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
92	"black"	"weapon"	0.875	"WIT"	"black_weapon"	"congruent"	"Absent"
92	"white"	"tool"	0.854166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
92	"white"	"weapon"	0.666666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
93	"black"	"tool"	0.270833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
93	"black"	"weapon"	0.729166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
93	"white"	"tool"	0.541666666666667	"WIT"	"white_tool"	"congruent"	"Present"
93	"white"	"weapon"	0.625	"WIT"	"white_weapon"	"incongruent"	"Present"
94	"black"	"tool"	0.375	"WIT"	"black_tool"	"incongruent"	"Absent"
94	"black"	"weapon"	0.729166666666667	"WIT"	"black_weapon"	"congruent"	"Absent"
94	"white"	"tool"	0.729166666666667	"WIT"	"white_tool"	"congruent"	"Absent"
94	"white"	"weapon"	0.541666666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
95	"black"	"tool"	0.270833333333333	"WIT"	"black_tool"	"incongruent"	"Present"
95	"black"	"weapon"	0.666666666666667	"WIT"	"black_weapon"	"congruent"	"Present"
95	"white"	"tool"	0.354166666666667	"WIT"	"white_tool"	"congruent"	"Present"
95	"white"	"weapon"	0.458333333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
96	"black"	"tool"	0.583333333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
96	"black"	"weapon"	0.708333333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
96	"white"	"tool"	0.770833333333333	"WIT"	"white_tool"	"congruent"	"Absent"
96	"white"	"weapon"	0.520833333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
97	"black"	"tool"	0.708333333333333	"WIT"	"black_tool"	"incongruent"	"Present"
97	"black"	"weapon"	0.854166666666667	"WIT"	"black_weapon"	"congruent"	"Present"
97	"white"	"tool"	0.8125	"WIT"	"white_tool"	"congruent"	"Present"
97	"white"	"weapon"	0.541666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
98	"black"	"tool"	0.395833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
98	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Absent"
98	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Absent"
98	"white"	"weapon"	0.333333333333333	"WIT"	"white_weapon"	"incongruent"	"Absent"
99	"black"	"tool"	0.666666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
99	"black"	"weapon"	0.75	"WIT"	"black_weapon"	"congruent"	"Present"
99	"white"	"tool"	0.791666666666667	"WIT"	"white_tool"	"congruent"	"Present"
99	"white"	"weapon"	0.645833333333333	"WIT"	"white_weapon"	"incongruent"	"Present"
100	"black"	"tool"	0.520833333333333	"WIT"	"black_tool"	"incongruent"	"Absent"
100	"black"	"weapon"	0.770833333333333	"WIT"	"black_weapon"	"congruent"	"Absent"
100	"white"	"tool"	0.6875	"WIT"	"white_tool"	"congruent"	"Absent"
100	"white"	"weapon"	0.729166666666667	"WIT"	"white_weapon"	"incongruent"	"Absent"
101	"black"	"tool"	0.791666666666667	"WIT"	"black_tool"	"incongruent"	"Present"
101	"black"	"weapon"	0.958333333333333	"WIT"	"black_weapon"	"congruent"	"Present"
101	"white"	"tool"	0.854166666666667	"WIT"	"white_tool"	"congruent"	"Present"
101	"white"	"weapon"	0.791666666666667	"WIT"	"white_weapon"	"incongruent"	"Present"
1	"black"	"negative"	0.229166666666667	"APT"	"black_negative"	"congruent"	"Present"
1	"black"	"positive"	0.75	"APT"	"black_positive"	"incongruent"	"Present"
1	"white"	"negative"	0.3125	"APT"	"white_negative"	"incongruent"	"Present"
1	"white"	"positive"	0.770833333333333	"APT"	"white_positive"	"congruent"	"Present"
2	"black"	"negative"	0.645833333333333	"APT"	"black_negative"	"congruent"	"Absent"
2	"black"	"positive"	0.416666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
2	"white"	"negative"	0.416666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
2	"white"	"positive"	0.583333333333333	"APT"	"white_positive"	"congruent"	"Absent"
3	"black"	"negative"	0.416666666666667	"APT"	"black_negative"	"congruent"	"Present"
3	"black"	"positive"	0.604166666666667	"APT"	"black_positive"	"incongruent"	"Present"
3	"white"	"negative"	0.416666666666667	"APT"	"white_negative"	"incongruent"	"Present"
3	"white"	"positive"	0.5625	"APT"	"white_positive"	"congruent"	"Present"
4	"black"	"negative"	0.458333333333333	"APT"	"black_negative"	"congruent"	"Absent"
4	"black"	"positive"	0.291666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
4	"white"	"negative"	0.458333333333333	"APT"	"white_negative"	"incongruent"	"Absent"
4	"white"	"positive"	0.3125	"APT"	"white_positive"	"congruent"	"Absent"
5	"black"	"negative"	0.666666666666667	"APT"	"black_negative"	"congruent"	"Present"
5	"black"	"positive"	0.520833333333333	"APT"	"black_positive"	"incongruent"	"Present"
5	"white"	"negative"	0.520833333333333	"APT"	"white_negative"	"incongruent"	"Present"
5	"white"	"positive"	0.5625	"APT"	"white_positive"	"congruent"	"Present"
6	"black"	"negative"	0.375	"APT"	"black_negative"	"congruent"	"Absent"
6	"black"	"positive"	0.5	"APT"	"black_positive"	"incongruent"	"Absent"
6	"white"	"negative"	0.645833333333333	"APT"	"white_negative"	"incongruent"	"Absent"
6	"white"	"positive"	0.583333333333333	"APT"	"white_positive"	"congruent"	"Absent"
7	"black"	"negative"	0.5	"APT"	"black_negative"	"congruent"	"Present"
7	"black"	"positive"	0.604166666666667	"APT"	"black_positive"	"incongruent"	"Present"
7	"white"	"negative"	0.395833333333333	"APT"	"white_negative"	"incongruent"	"Present"
7	"white"	"positive"	0.8125	"APT"	"white_positive"	"congruent"	"Present"
8	"black"	"negative"	0.4375	"APT"	"black_negative"	"congruent"	"Absent"
8	"black"	"positive"	0.520833333333333	"APT"	"black_positive"	"incongruent"	"Absent"
8	"white"	"negative"	0.291666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
8	"white"	"positive"	0.625	"APT"	"white_positive"	"congruent"	"Absent"
9	"black"	"negative"	0.625	"APT"	"black_negative"	"congruent"	"Present"
9	"black"	"positive"	0.75	"APT"	"black_positive"	"incongruent"	"Present"
9	"white"	"negative"	0.604166666666667	"APT"	"white_negative"	"incongruent"	"Present"
9	"white"	"positive"	0.645833333333333	"APT"	"white_positive"	"congruent"	"Present"
10	"black"	"negative"	0.6875	"APT"	"black_negative"	"congruent"	"Absent"
10	"black"	"positive"	0.791666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
10	"white"	"negative"	0.791666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
10	"white"	"positive"	0.583333333333333	"APT"	"white_positive"	"congruent"	"Absent"
11	"black"	"negative"	0.8125	"APT"	"black_negative"	"congruent"	"Present"
11	"black"	"positive"	0.416666666666667	"APT"	"black_positive"	"incongruent"	"Present"
11	"white"	"negative"	0.416666666666667	"APT"	"white_negative"	"incongruent"	"Present"
11	"white"	"positive"	0.833333333333333	"APT"	"white_positive"	"congruent"	"Present"
12	"black"	"negative"	0.416666666666667	"APT"	"black_negative"	"congruent"	"Absent"
12	"black"	"positive"	0.5625	"APT"	"black_positive"	"incongruent"	"Absent"
12	"white"	"negative"	0.4375	"APT"	"white_negative"	"incongruent"	"Absent"
12	"white"	"positive"	0.75	"APT"	"white_positive"	"congruent"	"Absent"
13	"black"	"negative"	0.791666666666667	"APT"	"black_negative"	"congruent"	"Present"
13	"black"	"positive"	0.666666666666667	"APT"	"black_positive"	"incongruent"	"Present"
13	"white"	"negative"	0.854166666666667	"APT"	"white_negative"	"incongruent"	"Present"
13	"white"	"positive"	0.8125	"APT"	"white_positive"	"congruent"	"Present"
14	"black"	"negative"	0.645833333333333	"APT"	"black_negative"	"congruent"	"Absent"
14	"black"	"positive"	0.625	"APT"	"black_positive"	"incongruent"	"Absent"
14	"white"	"negative"	0.520833333333333	"APT"	"white_negative"	"incongruent"	"Absent"
14	"white"	"positive"	0.6875	"APT"	"white_positive"	"congruent"	"Absent"
15	"black"	"negative"	0.791666666666667	"APT"	"black_negative"	"congruent"	"Present"
15	"black"	"positive"	0.770833333333333	"APT"	"black_positive"	"incongruent"	"Present"
15	"white"	"negative"	0.708333333333333	"APT"	"white_negative"	"incongruent"	"Present"
15	"white"	"positive"	0.895833333333333	"APT"	"white_positive"	"congruent"	"Present"
16	"black"	"negative"	0.604166666666667	"APT"	"black_negative"	"congruent"	"Absent"
16	"black"	"positive"	0.916666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
16	"white"	"negative"	0.8125	"APT"	"white_negative"	"incongruent"	"Absent"
16	"white"	"positive"	0.854166666666667	"APT"	"white_positive"	"congruent"	"Absent"
17	"black"	"negative"	0.479166666666667	"APT"	"black_negative"	"congruent"	"Present"
17	"black"	"positive"	0.395833333333333	"APT"	"black_positive"	"incongruent"	"Present"
17	"white"	"negative"	0.5625	"APT"	"white_negative"	"incongruent"	"Present"
17	"white"	"positive"	0.479166666666667	"APT"	"white_positive"	"congruent"	"Present"
18	"black"	"negative"	0.3125	"APT"	"black_negative"	"congruent"	"Absent"
18	"black"	"positive"	0.645833333333333	"APT"	"black_positive"	"incongruent"	"Absent"
18	"white"	"negative"	0.354166666666667	"APT"	"white_negative"	"incongruent"	"Absent"
18	"white"	"positive"	0.520833333333333	"APT"	"white_positive"	"congruent"	"Absent"
19	"black"	"negative"	0.625	"APT"	"black_negative"	"congruent"	"Present"
19	"black"	"positive"	0.75	"APT"	"black_positive"	"incongruent"	"Present"
19	"white"	"negative"	0.708333333333333	"APT"	"white_negative"	"incongruent"	"Present"
19	"white"	"positive"	0.875	"APT"	"white_positive"	"congruent"	"Present"
20	"black"	"negative"	0.958333333333333	"APT"	"black_negative"	"congruent"	"Absent"
20	"black"	"positive"	0.729166666666667	"APT"	"black_positive"	"incongruent"	"Absent"
20	"white"	"negative"	0.541666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
20	"white"	"positive"	0.9375	"APT"	"white_positive"	"congruent"	"Absent"
21	"black"	"negative"	0.708333333333333	"APT"	"black_negative"	"congruent"	"Present"
21	"black"	"positive"	0.708333333333333	"APT"	"black_positive"	"incongruent"	"Present"
21	"white"	"negative"	0.479166666666667	"APT"	"white_negative"	"incongruent"	"Present"
21	"white"	"positive"	0.854166666666667	"APT"	"white_positive"	"congruent"	"Present"
22	"black"	"negative"	0.5	"APT"	"black_negative"	"congruent"	"Absent"
22	"black"	"positive"	0.416666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
22	"white"	"negative"	0.395833333333333	"APT"	"white_negative"	"incongruent"	"Absent"
22	"white"	"positive"	0.75	"APT"	"white_positive"	"congruent"	"Absent"
23	"black"	"negative"	0.770833333333333	"APT"	"black_negative"	"congruent"	"Present"
23	"black"	"positive"	0.6875	"APT"	"black_positive"	"incongruent"	"Present"
23	"white"	"negative"	0.770833333333333	"APT"	"white_negative"	"incongruent"	"Present"
23	"white"	"positive"	0.791666666666667	"APT"	"white_positive"	"congruent"	"Present"
24	"black"	"negative"	0.791666666666667	"APT"	"black_negative"	"congruent"	"Absent"
24	"black"	"positive"	0.770833333333333	"APT"	"black_positive"	"incongruent"	"Absent"
24	"white"	"negative"	0.729166666666667	"APT"	"white_negative"	"incongruent"	"Absent"
24	"white"	"positive"	0.729166666666667	"APT"	"white_positive"	"congruent"	"Absent"
25	"black"	"negative"	0.625	"APT"	"black_negative"	"congruent"	"Present"
25	"black"	"positive"	0.270833333333333	"APT"	"black_positive"	"incongruent"	"Present"
25	"white"	"negative"	0.25	"APT"	"white_negative"	"incongruent"	"Present"
25	"white"	"positive"	0.708333333333333	"APT"	"white_positive"	"congruent"	"Present"
26	"black"	"negative"	0.729166666666667	"APT"	"black_negative"	"congruent"	"Absent"
26	"black"	"positive"	0.75	"APT"	"black_positive"	"incongruent"	"Absent"
26	"white"	"negative"	0.729166666666667	"APT"	"white_negative"	"incongruent"	"Absent"
26	"white"	"positive"	0.791666666666667	"APT"	"white_positive"	"congruent"	"Absent"
27	"black"	"negative"	0.541666666666667	"APT"	"black_negative"	"congruent"	"Present"
27	"black"	"positive"	0.604166666666667	"APT"	"black_positive"	"incongruent"	"Present"
27	"white"	"negative"	0.729166666666667	"APT"	"white_negative"	"incongruent"	"Present"
27	"white"	"positive"	0.375	"APT"	"white_positive"	"congruent"	"Present"
28	"black"	"negative"	0.395833333333333	"APT"	"black_negative"	"congruent"	"Absent"
28	"black"	"positive"	0.541666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
28	"white"	"negative"	0.229166666666667	"APT"	"white_negative"	"incongruent"	"Absent"
28	"white"	"positive"	0.604166666666667	"APT"	"white_positive"	"congruent"	"Absent"
29	"black"	"negative"	0.583333333333333	"APT"	"black_negative"	"congruent"	"Present"
29	"black"	"positive"	0.708333333333333	"APT"	"black_positive"	"incongruent"	"Present"
29	"white"	"negative"	0.520833333333333	"APT"	"white_negative"	"incongruent"	"Present"
29	"white"	"positive"	0.479166666666667	"APT"	"white_positive"	"congruent"	"Present"
30	"black"	"negative"	0.666666666666667	"APT"	"black_negative"	"congruent"	"Absent"
30	"black"	"positive"	0.625	"APT"	"black_positive"	"incongruent"	"Absent"
30	"white"	"negative"	0.458333333333333	"APT"	"white_negative"	"incongruent"	"Absent"
30	"white"	"positive"	0.708333333333333	"APT"	"white_positive"	"congruent"	"Absent"
31	"black"	"negative"	0.5625	"APT"	"black_negative"	"congruent"	"Present"
31	"black"	"positive"	0.270833333333333	"APT"	"black_positive"	"incongruent"	"Present"
31	"white"	"negative"	0.645833333333333	"APT"	"white_negative"	"incongruent"	"Present"
31	"white"	"positive"	0.375	"APT"	"white_positive"	"congruent"	"Present"
32	"black"	"negative"	0.333333333333333	"APT"	"black_negative"	"congruent"	"Absent"
32	"black"	"positive"	0.520833333333333	"APT"	"black_positive"	"incongruent"	"Absent"
32	"white"	"negative"	0.270833333333333	"APT"	"white_negative"	"incongruent"	"Absent"
32	"white"	"positive"	0.479166666666667	"APT"	"white_positive"	"congruent"	"Absent"
33	"black"	"negative"	0.645833333333333	"APT"	"black_negative"	"congruent"	"Present"
33	"black"	"positive"	0.5	"APT"	"black_positive"	"incongruent"	"Present"
33	"white"	"negative"	0.520833333333333	"APT"	"white_negative"	"incongruent"	"Present"
33	"white"	"positive"	0.791666666666667	"APT"	"white_positive"	"congruent"	"Present"
34	"black"	"negative"	0.208333333333333	"APT"	"black_negative"	"congruent"	"Absent"
34	"black"	"positive"	0.0625	"APT"	"black_positive"	"incongruent"	"Absent"
34	"white"	"negative"	0.166666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
34	"white"	"positive"	0.125	"APT"	"white_positive"	"congruent"	"Absent"
35	"black"	"negative"	0.604166666666667	"APT"	"black_negative"	"congruent"	"Present"
35	"black"	"positive"	0.541666666666667	"APT"	"black_positive"	"incongruent"	"Present"
35	"white"	"negative"	0.604166666666667	"APT"	"white_negative"	"incongruent"	"Present"
35	"white"	"positive"	0.604166666666667	"APT"	"white_positive"	"congruent"	"Present"
36	"black"	"negative"	0.645833333333333	"APT"	"black_negative"	"congruent"	"Absent"
36	"black"	"positive"	0.729166666666667	"APT"	"black_positive"	"incongruent"	"Absent"
36	"white"	"negative"	0.729166666666667	"APT"	"white_negative"	"incongruent"	"Absent"
36	"white"	"positive"	0.645833333333333	"APT"	"white_positive"	"congruent"	"Absent"
37	"black"	"negative"	0.854166666666667	"APT"	"black_negative"	"congruent"	"Present"
37	"black"	"positive"	0.520833333333333	"APT"	"black_positive"	"incongruent"	"Present"
37	"white"	"negative"	0.458333333333333	"APT"	"white_negative"	"incongruent"	"Present"
37	"white"	"positive"	0.895833333333333	"APT"	"white_positive"	"congruent"	"Present"
38	"black"	"negative"	0.916666666666667	"APT"	"black_negative"	"congruent"	"Absent"
38	"black"	"positive"	0.791666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
38	"white"	"negative"	0.9375	"APT"	"white_negative"	"incongruent"	"Absent"
38	"white"	"positive"	0.583333333333333	"APT"	"white_positive"	"congruent"	"Absent"
39	"black"	"negative"	0.3125	"APT"	"black_negative"	"congruent"	"Present"
39	"black"	"positive"	0.5	"APT"	"black_positive"	"incongruent"	"Present"
39	"white"	"negative"	0.354166666666667	"APT"	"white_negative"	"incongruent"	"Present"
39	"white"	"positive"	0.604166666666667	"APT"	"white_positive"	"congruent"	"Present"
40	"black"	"negative"	0.708333333333333	"APT"	"black_negative"	"congruent"	"Absent"
40	"black"	"positive"	0.4375	"APT"	"black_positive"	"incongruent"	"Absent"
40	"white"	"negative"	0.541666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
40	"white"	"positive"	0.375	"APT"	"white_positive"	"congruent"	"Absent"
41	"black"	"negative"	0.708333333333333	"APT"	"black_negative"	"congruent"	"Present"
41	"black"	"positive"	0.5625	"APT"	"black_positive"	"incongruent"	"Present"
41	"white"	"negative"	0.708333333333333	"APT"	"white_negative"	"incongruent"	"Present"
41	"white"	"positive"	0.604166666666667	"APT"	"white_positive"	"congruent"	"Present"
42	"black"	"negative"	0.520833333333333	"APT"	"black_negative"	"congruent"	"Absent"
42	"black"	"positive"	0.354166666666667	"APT"	"black_positive"	"incongruent"	"Absent"
42	"white"	"negative"	0.270833333333333	"APT"	"white_negative"	"incongruent"	"Absent"
42	"white"	"positive"	0.708333333333333	"APT"	"white_positive"	"congruent"	"Absent"
43	"black"	"negative"	0.666666666666667	"APT"	"black_negative"	"congruent"	"Present"
43	"black"	"positive"	0.791666666666667	"APT"	"black_positive"	"incongruent"	"Present"
43	"white"	"negative"	0.833333333333333	"APT"	"white_negative"	"incongruent"	"Present"
43	"white"	"positive"	0.541666666666667	"APT"	"white_positive"	"congruent"	"Present"
44	"black"	"negative"	0.75	"APT"	"black_negative"	"congruent"	"Absent"
44	"black"	"positive"	0.583333333333333	"APT"	"black_positive"	"incongruent"	"Absent"
44	"white"	"negative"	0.75	"APT"	"white_negative"	"incongruent"	"Absent"
44	"white"	"positive"	0.666666666666667	"APT"	"white_positive"	"congruent"	"Absent"
45	"black"	"negative"	0.729166666666667	"APT"	"black_negative"	"congruent"	"Present"
45	"black"	"positive"	0.604166666666667	"APT"	"black_positive"	"incongruent"	"Present"
45	"white"	"negative"	0.5	"APT"	"white_negative"	"incongruent"	"Present"
45	"white"	"positive"	0.854166666666667	"APT"	"white_positive"	"congruent"	"Present"
46	"black"	"negative"	0.666666666666667	"APT"	"black_negative"	"congruent"	"Absent"
46	"black"	"positive"	0.791666666666667	"APT"	"black_positive"	"incongruent"	"Absent"
46	"white"	"negative"	0.791666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
46	"white"	"positive"	0.8125	"APT"	"white_positive"	"congruent"	"Absent"
47	"black"	"negative"	0.479166666666667	"APT"	"black_negative"	"congruent"	"Present"
47	"black"	"positive"	0.666666666666667	"APT"	"black_positive"	"incongruent"	"Present"
47	"white"	"negative"	0.458333333333333	"APT"	"white_negative"	"incongruent"	"Present"
47	"white"	"positive"	0.729166666666667	"APT"	"white_positive"	"congruent"	"Present"
48	"black"	"negative"	0.375	"APT"	"black_negative"	"congruent"	"Absent"
48	"black"	"positive"	0.583333333333333	"APT"	"black_positive"	"incongruent"	"Absent"
48	"white"	"negative"	0.666666666666667	"APT"	"white_negative"	"incongruent"	"Absent"
48	"white"	"positive"	0.4375	"APT"	"white_positive"	"congruent"	"Absent"
49	"black"	"negative"	0.625	"APT"	"black_negative"	"congruent"	"Present"
49	"black"	"positive"	0.5	"APT"	"black_positive"	"incongruent"	"Present"
49	"white"	"negative"	0.458333333333333	"APT"	"white_negative"	"incongruent"	"Present"
49	"white"	"positive"	0.770833333333333	"APT"	"white_positive"	"congruent"	"Present"
50	"black"	"negative"	0.583333333333333	"APT"	"black_negative"	"congruent"	"Absent"
50	"black"	"positive"	0.625	"APT"	"black_positive"	"incongruent"	"Absent"
50	"white"	"negative"	0.708333333333333	"APT"	"white_negative"	"incongruent"	"Absent"
50	"white"	"positive"	0.604166666666667	"APT"	"white_positive"	"congruent"	"Absent"
51	"black"	"negative"	0.666666666666667	"APT"	"black_negative"	"congruent"	"Present"
51	"black"	"positive"	0.604166666666667	"APT"	"black_positive"	"incongruent"	"Present"
51	"white"	"negative"	0.520833333333333	"APT"	"white_negative"	"incongruent"	"Present"
51	"white"	"positive"	0.8125	"APT"	"white_positive"	"congruent"	"Present"
52	"black"	"negative"	0.6875	"APT"	"black_negative"	"congruent"	"Absent"
52	"black"	"positive"	0.583333333333333	"APT"	"black_positive"	"incongruent"	"Absent"
52	"white"	"negative"	0.604166666666667	"APT"	"white_negative"	"incongruent"	"Absent"
52	"white"	"positive"	0.6875	"APT"	"white_positive"	"congruent"	"Absent"
54	"black"	"negative"	0.833333333333333	"APT"	"black_negative"	"congruent"	"Absent"
54	"black"	"positive"	0.583333333333333	"APT"	"black_positive"	"incongruent"	"Absent"
54	"white"	"negative"	0.645833333333333	"APT"	"white_negative"	"incongruent"	"Absent"
54	"white"	"positive"	0.604166666666667	"APT"	"white_positive"	"congruent"	"Absent"
55	"black"	"negative"	0.666666666666667	"APT"	"black_negative"	"congruent"	"Present"
55	"black"	"positive"	0.458333333333333	"APT"	"black_positive"	"incongruent"	"Present"
55	"white"	"negative"	0.458333333333333	"APT"	"white_negative"	"incongruent"	"Present"
55	"white"	"positive"	0.4375	"APT"	"white_positive"	"congruent"	"Present"
56	"black"	"negative"	0.708333333333333	"APT"	"black_negative"	"congruent"	"Absent"
56	"black"	"positive"	0.520833333333333	"APT"	"black_positive"	"incongruent"	"Absent"
56	"white"	"negative"	0.333333333333333	"APT"	"white_negative"	"incongruent"	"Absent"
56	"white"	"positive"	0.6875	"APT"	"white_positive"	"congruent"	"Absent"
57	"black"	"negative"	0.8125	"APT"	"black_negative"	"congruent"	"Present"
57	"black"	"positive"	0.645833333333333	"APT"	"black_positive"	"incongruent"	"Present"
57	"white"	"negative"	0.625	"APT"	"white_negative"	"incongruent"	"Present"
57	"white"	"positive"	0.8125	"APT"	"white_positive"	"congruent"	"Present"
58	"black"	"negative"	0.6875	"APT"	"black_negative"	"congruent"	"Absent"
58	"black"	"positive"	0.479166666666667	"APT"	"black_positive"	"incongruent"	"Absent"
58	"white"	"negative"	0.4375	"APT"	"white_negative"	"incongruent"	"Absent"
58	"white"	"positive"	0.729166666666667	"APT"	"white_positive"	"congruent"	"Absent"
59	"black"	"negative"	0.25	"APT"	"black_negative"	"congruent"	"Present"
59	"black"	"positive"	0.520833333333333	"APT"	"black_positive"	"incongruent"	"Present"
59	"white"	"negative"	0.25	"APT"	"white_negative"	"incongruent"	"Present"
59	"white"	"positive"	0.3125	"APT"	"white_positive"	"congruent"	"Present"
60	"black"	"negative"	0.5625	"APT"	"black_negative"	"congruent"	"Absent"
60	"black"	"positive"	0.395833333333333	"APT"	"black_positive"	"incongruent"	"Absent"
60	"white"	"negative"	0.583333333333333	"APT"	"white_negative"	"incongruent"	"Absent"
60	"white"	"positive"	0.541666666666667	"APT"	"white_positive"	"congruent"	"Absent"
61	"black"	"negative"	0.5	"APT"	"black_negative"	"congruent"	"Present"
61	"black"	"positive"	0.229166666666667	"APT"	"black_positive"	"incongruent"	"Present"
61	"white"	"negative"	0.395833333333333	"APT"	"white_negative"	"incongruent"	"Present"
61	"white"	"positive"	0.520833333333333	"APT"	"white_positive"	"congruent"	"Present"
62	"black"	"negative"	0.791666666666667	"APT"	"black_negative"	"congruent"	"Absent"
62	"black"	"positive"	0.708333333333333	"APT"	"black_positive"	"incongruent"	"Absent"
62	"white"	"negative"	0.6875	"APT"	"white_negative"	"incongruent"	"Absent"
62	"white"	"positive"	0.854166666666667	"APT"	"white_positive"	"congruent"	"Absent"
63	"black"	"negative"	0.375	"APT"	"black_negative"	"congruent"	"Present"
