"Subject"	"Task"	"C_black"	"A_black"	"C_white"	"A_gun_white"	"A_tool_white"	"AResid"	"C_mean"	"IMS"	"EMS"	"Observer"
42	"WIT"	0	0.720156555772994	0	0.418502202643172	0.581497797356828	0.0993024301177455	0	5.8	5.8	"Absent"
43	"WIT"	0.717261904761905	0.663157894736842	0.638157894736842	0.654545454545455	0.345454545454546	0.0162690464419182	0.677709899749373	6.8	7	"Present"
44	"WIT"	0.758748674443266	0.90989010989011	0.619047619047619	0.125	0.875	0.321408222705428	0.688898146745443	9	3	"Absent"
45	"WIT"	0.41025641025641	0.434782608695652	0.662178702570379	0.311594202898551	0.688405797101449	-0.174279948681822	0.536217556413395	5.4	4	"Present"
46	"WIT"	0.620553359683794	0.598958333333333	0.481796690307329	0.343065693430657	0.656934306569343	-0.0135754163805339	0.551175024995561	7.8	4.8	"Absent"
47	"WIT"	0.36794425087108	0.768467475192944	0.539613526570048	0.613850996852046	0.386149003147954	0.12606707937646	0.453778888720564	3.8	3	"Present"
48	"WIT"	0.340051679586563	0.47141738449491	0.249275362318841	0.28957528957529	0.71042471042471	-0.135216565851529	0.294663520952702	9	6	"Absent"
49	"WIT"	0.504205838693716	0.656686626746507	0.217758985200846	0.535135135135135	0.464864864864865	0.0229683076707353	0.360982411947281	9	7.6	"Present"
50	"WIT"	0.291666666666667	0.735294117647059	0.127659574468085	0.439024390243902	0.560975609756098	0.112176468430605	0.209663120567376	6	5.2	"Absent"
51	"WIT"	0.201550387596899	0.58252427184466	0.272946859903382	0.388704318936877	0.611295681063123	-0.0350432542942258	0.23724862375014	7	6.8	"Present"
52	"WIT"	0.426499032882012	0.554806070826307	0.395833333333333	0.551724137931034	0.448275862068966	-0.0807419556576598	0.411166183107672	7	3.4	"Absent"
54	"WIT"	0.41017316017316	0.807339449541284	0.354166666666667	0.516129032258065	0.483870967741935	0.175717435328617	0.382169913419913	9	4.4	"Absent"
55	"WIT"	0.317073170731707	0.678571428571429	0.558646616541353	0.417376490630324	0.582623509369676	0.0578414649067918	0.43785989363653	6.6	2.2	"Present"
56	"WIT"	0.356107660455487	0.628617363344051	0.477906976744186	0.287305122494432	0.712694877505568	0.0222338042704807	0.417007318599836	7.4	7	"Absent"
57	"WIT"	0.647154471544716	0.622119815668203	0.717294900221729	0.482352941176471	0.517647058823529	-0.00577681704732405	0.682224685883222	6.6	3.2	"Present"
58	"WIT"	0.263717805151176	0.393155893536122	0.399535423925668	0.365570599613153	0.634429400386847	-0.221860066475101	0.331626614538422	8.6	3	"Absent"
59	"WIT"	0	0.5	0.245454545454545	0.602409638554217	0.397590361445783	-0.14113845510221	0.122727272727273	2.3	2.6	"Present"
60	"WIT"	0	0.537505972288581	0.0830429732868757	0.441418619379354	0.558581380620646	-0.0858757517996391	0.0415214866434379	9	6.6	"Absent"
61	"WIT"	0	0.535006605019815	0	0.599313388916135	0.400686611083865	-0.105790344871375	0	8.2	8	"Present"
62	"WIT"	0.726996966632963	0.681481481481481	0.560253699788584	0.206730769230769	0.793269230769231	0.0839849840891278	0.643625333210773	9	1.8	"Absent"
63	"WIT"	0.0911983032873807	0.382730455075846	0.082688588007737	0.231945176594623	0.768054823405377	-0.217547100859598	0.0869434456475588	8	5.2	"Present"
64	"WIT"	0.320289855072464	0.607675906183369	0.210291934685799	0.353383458646617	0.646616541353383	-0.00599585596463495	0.265290894879131	5.6	5.4	"Absent"
65	"WIT"	0.0961352657004831	0.639230358097274	0.28149386845039	0.6066718386346	0.3933281613654	-0.00237820236076892	0.188814567075437	5	6.8	"Present"
66	"WIT"	0.445532435740514	0.664459161147903	0.685294117647059	0.158878504672897	0.841121495327103	0.0722405966149065	0.565413276693786	9	7	"Absent"
67	"WIT"	0.576923076923077	0.393939393939394	0.585714285714286	0.482758620689655	0.517241379310345	-0.234001983768931	0.581318681318681	7.2	3.2	"Present"
68	"WIT"	0.104273504273504	0.429389312977099	0.173361522198731	0.450127877237852	0.549872122762148	-0.194953010962699	0.138817513236118	3.4	2	"Absent"
69	"WIT"	0.0700431034482758	0.630359212050985	0.3	0.285714285714286	0.714285714285714	0.0241511165587804	0.185021551724138	6.6	4.2	"Present"
70	"WIT"	1.11022302462516e-16	0.583333333333333	0.0352657004830918	0.391587381071607	0.608412618928393	-0.0345521842008826	0.017632850241546	9	9	"Absent"
71	"WIT"	0.303191489361702	0.641221374045801	0.485579196217494	0.172794117647059	0.827205882352941	0.047467967397118	0.394385342789598	7.6	6.6	"Present"
72	"WIT"	0.25395256916996	0.883443708609271	0.299003322259136	0.203791469194313	0.796208530805687	0.28627140545076	0.276477945714548	6.4	7	"Absent"
73	"WIT"	0.668817204301075	0.805194805194805	0.587837837837838	0.39344262295082	0.60655737704918	0.187104661146738	0.628327521069457	9	8.4	"Present"
74	"WIT"	0.95	0	0.928571428571429	0	1	-0.57469483627883	0.939285714285714	3.2	6	"Absent"
75	"WIT"	0.113031914893617	0.647676161919041	0.193840579710145	0.431460674157303	0.568539325842697	0.0253927634123732	0.153436247301881	6.6	3.4	"Present"
76	"WIT"	0.96969696969697	1	0.721558768070396	0.417607223476298	0.582392776523702	0.379244587331418	0.845627868883683	9	4.8	"Absent"
77	"WIT"	0.471042471042471	0.54014598540146	0.508454106280193	0.265356265356265	0.734643734643735	-0.0638166935865976	0.489748288661332	9	8	"Present"
78	"WIT"	0.637596899224806	0.770053475935829	0.5	0.565217391304348	0.434782608695652	0.133017192082715	0.568798449612403	9	2.8	"Absent"
79	"WIT"	0	0.643248175182482	0.143152454780362	0.325693606755127	0.674306393244873	0.0326305042153057	0.0715762273901809	8.2	7	"Present"
80	"WIT"	0.295289855072464	0.586118251928021	0.375578168362627	0.557037037037037	0.442962962962963	-0.050015768239403	0.335434011717546	5	5	"Absent"
81	"WIT"	0.263736263736264	0.582089552238806	0.198915989159892	0.639377537212449	0.360622462787551	-0.0631263292688709	0.231326126448078	5.4	5.2	"Present"
82	"WIT"	0	0.466830466830467	0.110723626852659	0.455882352941176	0.544117647058824	-0.158146555104997	0.0553618134263296	NA	NA	"Absent"
83	"WIT"	0.807692307692308	0.866666666666667	0.760249554367201	0.631970260223048	0.368029739776952	0.222267781198403	0.783970931029755	8.2	3.4	"Present"
84	"WIT"	0.7	0.5	0.736631016042781	0.223350253807107	0.776649746192893	-0.0993295668314173	0.71831550802139	7.2	4.2	"Absent"
85	"WIT"	0.745325596389426	0.832911392405064	0.728501228501229	0.497737556561086	0.502262443438914	0.20331789188574	0.736913412445327	8	7.4	"Present"
86	"WIT"	0.304112554112554	0.555209953343701	0.465631929046563	0.680497925311203	0.319502074688797	-0.0945413592358625	0.384872241579559	8.4	2.2	"Absent"
87	"WIT"	0.865079365079365	0.794117647058823	0.714285714285714	0	1	0.219422810779993	0.78968253968254	7.2	5.2	"Present"
88	"WIT"	0.386200716845878	0.683211678832117	0.383787661406026	0.474970896391153	0.525029103608847	0.0561292591345456	0.384994189125952	NA	NA	"Absent"
89	"WIT"	0.282596835788325	0.822053231939164	0.214285714285714	0.848484848484849	0.151515151515152	0.153773565269101	0.24844127503702	NA	NA	"Present"
90	"WIT"	0.485714285714286	0.611111111111111	0.339296362552177	0.155234657039711	0.844765342960289	0.01929444988061	0.412505324133231	NA	NA	"Absent"
91	"WIT"	0.571789686552073	0.543093270365998	0.417171717171717	0.610051993067591	0.389948006932409	-0.0988881089819436	0.494480701861895	8	6	"Present"
92	"WIT"	0.576543850544888	0.748774509803921	0.583451536643026	0.306469920544835	0.693530079455165	0.140277142359781	0.579997693593957	7.6	6	"Absent"
93	"WIT"	0.378917378917379	0.834862385321101	0.462380300957592	0.43765903307888	0.56234096692112	0.211895330094557	0.420648839937486	6.2	3	"Present"
94	"WIT"	0.261904761904762	0.774193548387097	0.520325203252032	0.305084745762712	0.694915254237288	0.165848960744833	0.391114982578397	9	6.8	"Absent"
95	"WIT"	0.385730211817168	0.707803992740472	0.438620689655172	0.57002457002457	0.42997542997543	0.070237494345524	0.41217545073617	9	4.2	"Present"
96	"WIT"	0.427061310782241	0.634686346863469	0.361742424242424	0.249258160237389	0.750741839762611	0.0324992310335047	0.394401867512333	9	6.2	"Absent"
97	"WIT"	0.666666666666667	0.733333333333333	0.570574162679426	0.264623955431755	0.735376044568245	0.12945142549894	0.618620414673046	7.2	7	"Present"
98	"WIT"	0.309866962305987	0.823293172690763	0.188494492044064	0.28657616892911	0.71342383107089	0.216990014576497	0.249180727175025	9	6	"Absent"
99	"WIT"	0.81922525107604	0.325396825396825	0.639818491208168	0.322834645669291	0.677165354330709	-0.284905512434125	0.729521871142104	8.2	4.4	"Present"
100	"WIT"	0.441860465116279	0.75	0.528311425682508	0.493033226152197	0.506966773847803	0.120925370223278	0.485085945399393	4.4	5.2	"Absent"
101	"WIT"	0.823167848699764	0.879679144385027	0.702777777777778	0.299065420560748	0.700934579439252	0.27199846668659	0.762972813238771	NA	NA	"Present"
