"Subject"	"Task"	"C_black"	"A_neg_black"	"A_pos_black"	"C_white"	"A_neg_white"	"A_pos_white"	"AResid"	"C_mean"	"IMS"	"EMS"	"Observer"
66	"APT"	0.800699300699301	0.771929824561404	0.228070175438596	0.773737373737374	0.196428571428571	0.803571428571429	0.244749607725751	0.787218337218337	7.6	5.4	"Absent"
67	"APT"	0.627840909090909	0.755725190839695	0.244274809160305	0.701503759398496	0.61712846347607	0.38287153652393	0.213892681058022	0.664672334244703	8.6	3.6	"Present"
68	"APT"	0.419354838709677	0.666666666666667	0.333333333333333	0.166666666666667	0.0307692307692308	0.969230769230769	0.145256095211173	0.293010752688172	9	8.2	"Absent"
69	"APT"	0.740898345153664	0.656934306569343	0.343065693430657	0.730237154150198	0.241758241758242	0.758241758241758	0.128175331047578	0.735567749651931	5.4	5.4	"Present"
70	"APT"	0.081578947368421	0.401146131805158	0.598853868194842	0.0347560975609756	0.595704358812381	0.404295641187618	-0.13994021125869	0.0581675224646983	5.2	4.2	"Absent"
71	"APT"	0.573131955484897	0.620111731843575	0.379888268156425	0.580171358629131	0.498542274052478	0.501457725947522	0.0824093861518677	0.576651657057014	8	5.6	"Present"
72	"APT"	0.786764705882353	0.413793103448276	0.586206896551724	0.733333333333333	0	1	-0.106545825747553	0.760049019607843	8.2	3.6	"Absent"
73	"APT"	0.212121212121212	0.423076923076923	0.576923076923077	0.347644603458557	0.213893967093236	0.786106032906764	-0.1047115850812	0.279882907789884	7.6	5.8	"Present"
74	"APT"	0.463631865413162	0.563653136531365	0.436346863468635	0.48427382053654	0.463677130044843	0.536322869955157	0.0271650870951636	0.473952842974851	7.2	6	"Absent"
75	"APT"	0.0365853658536586	0.481012658227848	0.518987341772152	0.182863714778608	0.338494018296974	0.661505981703026	-0.0511154670441299	0.109724540316134	8.6	5.4	"Present"
76	"APT"	0.335095137420719	0.384737678855326	0.615262321144674	0.481565513329552	0.282275711159737	0.717724288840263	-0.145432454221562	0.408330325375135	7.4	6.4	"Absent"
77	"APT"	0.359408033826638	0.70957095709571	0.29042904290429	0.457264957264957	0.283464566929134	0.716535433070866	0.17935941810612	0.408336495545798	7.4	4.2	"Present"
78	"APT"	0.554112554112554	0.694174757281553	0.305825242718447	0.413773796192609	0.326647564469914	0.673352435530086	0.162459224727393	0.483943175152582	5	6.2	"Absent"
79	"APT"	0.872340425531915	0.666666666666667	0.333333333333333	0.850601295097132	0.145510835913313	0.854489164086687	0.141259831738214	0.861470860314524	9	4.4	"Present"
80	"APT"	0.264880952380952	0.708502024291498	0.291497975708502	0.0901942645698428	0.163701067615658	0.836298932384342	0.182461653180371	0.177537608475398	7.6	2.8	"Absent"
81	"APT"	0.261616161616162	0.692202462380301	0.307797537619699	0.283333333333333	0.348837209302326	0.651162790697674	0.159714100589437	0.272474747474747	3.6	7	"Present"
82	"APT"	0	0.458532349109857	0.541467650890143	0	0.543478260869565	0.456521739130435	-0.080735043911571	0	5.2	4.4	"Absent"
83	"APT"	0.0854700854700855	0.607476635514019	0.392523364485981	0	0.335762623633524	0.664237376366476	0.0754436402753889	0.0427350427350427	6.6	2.6	"Present"
84	"APT"	0.371660859465737	0.621072088724584	0.378927911275416	0.122564424890006	0.291547277936963	0.708452722063037	0.0905790420576131	0.247112642177872	7.8	4.4	"Absent"
85	"APT"	0.527777777777778	0.705882352941177	0.294117647058823	0.355816226783969	0.200303490136571	0.799696509863429	0.178567178989716	0.441797002280873	9	4.8	"Present"
86	"APT"	0.435855263157895	0.720116618075802	0.279883381924198	0.544289044289044	0.0997442455242966	0.900255754475703	0.196303759048451	0.49007215372347	7.6	1.8	"Absent"
88	"APT"	0	0.465726596161379	0.534273403838621	0	0.537430167597765	0.462569832402235	-0.0733301516089842	0	7	6.6	"Absent"
89	"APT"	0.447735191637631	0.646687697160883	0.353312302839117	0.357142857142857	0.222222222222222	0.777777777777778	0.118609129423032	0.402439024390244	8	5.2	"Present"
90	"APT"	0.293237250554324	0.517647058823529	0.482352941176471	0.334417344173442	0.267100977198697	0.732899022801303	-0.0119945629521247	0.313827297363883	8.8	1.8	"Absent"
91	"APT"	0.155874190564292	0.798356164383562	0.201643835616438	0.240650406504065	0.385438972162741	0.614561027837259	0.264593022727265	0.198262298534179	9	2.2	"Present"
92	"APT"	0.44017094017094	0.50381679389313	0.49618320610687	0.467787114845938	0.447368421052632	0.552631578947368	-0.0321032497359816	0.453979027508439	6	5.8	"Absent"
93	"APT"	0.0511627906976745	0.367647058823529	0.632352941176471	0.0232558139534884	0.166666666666667	0.833333333333333	-0.158496599278816	0.0372093023255815	7.8	5.6	"Present"
94	"APT"	0	0.41025641025641	0.58974358974359	0	0.428015564202335	0.571984435797665	-0.124989604847205	0	4.8	3.2	"Absent"
95	"APT"	0	0.806034482758621	0.193965517241379	0.0380034032898469	0.709905660377358	0.290094339622642	0.260970694116637	0.0190017016449234	4.8	4.8	"Present"
96	"APT"	0.371212121212121	0.759036144578313	0.240963855421687	0.358974358974359	0.52	0.48	0.220586461194151	0.36509324009324	7.6	4.6	"Absent"
97	"APT"	0.451127819548872	0.520547945205479	0.479452054794521	0.314564564564564	0.526834611171961	0.473165388828039	-0.0181397765688906	0.382846192056718	9	6.6	"Present"
98	"APT"	0	0.525606469002695	0.474393530997305	0	0.555555555555555	0.444444444444444	-0.0140815565481902	0	6.6	5.8	"Absent"
99	"APT"	0.375	0.32	0.68	0.192270531400966	0.192583732057416	0.807416267942584	-0.20704630733422	0.283635265700483	7.4	3.4	"Present"
100	"APT"	0.175	0.353535353535354	0.646464646464647	0.223866790009251	0.616209773539928	0.383790226460071	-0.188265159770148	0.199433395004625	8.2	5.6	"Absent"
101	"APT"	0.098404255319149	0.306784660766962	0.693215339233038	0.0571808510638298	0.27080394922426	0.72919605077574	-0.222985929501233	0.0777925531914894	5.8	4.6	"Present"
102	"APT"	0	0.0232318017552917	0.976768198244708	0.0465116279069767	0	1	-0.497107127440537	0.0232558139534884	8.6	6.8	"Absent"
103	"APT"	0.780487804878049	1	0	0.897435897435897	0	1	0.479661070804171	0.838961851156973	6	5.6	"Present"
104	"APT"	0.6	0.6875	0.3125	0.776190476190476	0.106382978723404	0.893617021276596	0.163455924693629	0.688095238095238	8.6	4.6	"Absent"
105	"APT"	0.490476190476191	0.327102803738318	0.672897196261682	0.53015873015873	0.189189189189189	0.810810810810811	-0.199825277189233	0.51031746031746	9	1	"Present"
106	"APT"	0.0557491289198607	0.302583025830258	0.697416974169742	0.0655405405405406	0.508315256688359	0.491684743311641	-0.235459696950306	0.0606448347302006	6.6	2	"Absent"
107	"APT"	0.230574324324324	0.878155872667398	0.121844127332602	0.239473684210526	0.0657439446366783	0.934256055363322	0.355527188816404	0.235024004267425	7.8	5.4	"Present"
108	"APT"	0.728239202657807	0.684596577017115	0.315403422982885	0.87040887040887	0.20855614973262	0.79144385026738	0.156993976355377	0.799324036533339	8.8	2	"Absent"
109	"APT"	0.810077519379845	0.877551020408163	0.122448979591837	0.726996966632963	0.318518518518519	0.681481481481481	0.346118609302102	0.768537243006404	5.2	7.8	"Absent"
110	"APT"	0.212293144208038	0.351140456182473	0.648859543817527	0	0.344284428442844	0.655715571557156	-0.181189339656431	0.106146572104019	8.6	3.8	"Present"
111	"APT"	0.681168831168831	0.641547861507128	0.358452138492872	0.558634339435923	0.42152466367713	0.57847533632287	0.106527913910961	0.619901585302377	NA	NA	"Absent"
112	"APT"	0.403499469777306	0.182222222222222	0.817777777777778	0.404830917874396	0.36525974025974	0.63474025974026	-0.350838109609642	0.404165193825851	6	3	"Present"
113	"APT"	0.506060606060606	0.539877300613497	0.460122699386503	0.461038961038961	0.662650602409639	0.337349397590361	-0.00354067122270076	0.483549783549784	9	6.4	"Present"
114	"APT"	0.558922558922559	0.412213740458015	0.587786259541985	0.362962962962963	0.418604651162791	0.581395348837209	-0.122704507851856	0.460942760942761	8	5.6	"Absent"
115	"APT"	0.0957446808510638	0.447058823529412	0.552941176470588	0.075354609929078	0.414189837008629	0.585810162991371	-0.0877056639844343	0.0855496453900709	9	5.2	"Present"
116	"APT"	0.417948717948718	0.515418502202643	0.484581497797357	0.475506756756757	0.463768115942029	0.536231884057971	-0.0210727161243634	0.446727737352737	5.8	3.8	"Absent"
117	"APT"	0.6875	0.4	0.6	0.795865633074935	0.455696202531646	0.544303797468354	-0.136210086712382	0.741682816537468	5.8	1.8	"Present"
118	"APT"	0.428985507246377	0.467005076142132	0.532994923857868	0.413690476190476	0.390862944162437	0.609137055837564	-0.066946973636493	0.421337991718427	8.2	3.6	"Absent"
119	"APT"	0.562367864693446	0.415458937198068	0.584541062801932	0.584818861414606	0.153739612188366	0.846260387811634	-0.11023449262344	0.573593363054026	7.8	4	"Present"
120	"APT"	0.378378378378378	0.782608695652174	0.217391304347826	0.339869281045752	0.420792079207921	0.579207920792079	0.247614262781475	0.359123829712065	7.4	5.4	"Absent"
121	"APT"	0.522714203565267	0.490361445783133	0.509638554216867	0.594202898550725	0.589285714285714	0.410714285714286	-0.0505013463321671	0.558458551057996	8.4	4.6	"Present"
122	"APT"	0	0.5	0.5	0.0662055335968379	0.488888888888889	0.511111111111111	-0.0373661339882787	0.0331027667984189	6.8	4.4	"Absent"
123	"APT"	0.390977443609023	0.648148148148148	0.351851851851852	0.302325581395349	0.566666666666667	0.433333333333333	0.108073140670161	0.346651512502186	9	3.4	"Present"
124	"APT"	0.410904255319149	0.469525959367946	0.530474040632054	0.348611111111111	0.35181236673774	0.64818763326226	-0.0630660223171193	0.37975768321513	9	6	"Absent"
125	"APT"	0.346389228886169	0.355805243445693	0.644194756554307	0.187932118164676	0.400928792569659	0.599071207430341	-0.17849738346024	0.267160673525423	9	7	"Present"
126	"APT"	0.714285714285714	0.75	0.25	0.744306418219462	0.744939271255061	0.255060728744939	0.203716047675447	0.729296066252588	6	4	"Absent"
127	"APT"	0.459579180509413	0.559426229508197	0.440573770491803	0.575396825396825	0.280373831775701	0.719626168224299	0.0293223357967318	0.517488002953119	9	6.8	"Present"
128	"APT"	0.684090909090909	0.287769784172662	0.712230215827338	0.754578754578755	0.582089552238806	0.417910447761194	-0.25284237732354	0.719334831834832	7.4	7.4	"Absent"
129	"APT"	0.883720930232558	0.6	0.4	0.908333333333333	0.272727272727273	0.727272727272727	0.0701624235025981	0.896027131782946	9	2.2	"Present"
130	"APT"	0.395321637426901	0.477756286266925	0.522243713733075	0.355116514690983	0.406127258444619	0.593872741555381	-0.0567273947498121	0.375219076058942	7.2	4.6	"Absent"
131	"APT"	0.102813852813853	0.822677925211098	0.177322074788902	0.0380034032898468	0.290094339622642	0.709905660377358	0.292235482022322	0.0704086280518498	7.4	8	"Present"
132	"APT"	0.291025641025641	0.506329113924051	0.493670886075949	0.350094280326838	0.500967117988395	0.499032882011605	-0.0314576851377888	0.32055996067624	9	5.2	"Absent"
133	"APT"	0.65967365967366	0.623287671232877	0.376712328767123	0.704678362573099	0.623762376237624	0.376237623762376	0.0812241130601823	0.682176011123379	7	6.2	"Present"
134	"APT"	0.194444444444444	0.586206896551724	0.413793103448276	0.114363143631436	0.523255813953488	0.476744186046512	0.0476438184633419	0.15440379403794	8	8.4	"Absent"
135	"APT"	0	0.276008492569002	0.723991507430998	0.359599749843652	0.2001953125	0.7998046875	-0.251302913731334	0.179799874921826	8.2	2.2	"Present"
136	"APT"	0.735930735930736	0.540983606557377	0.459016393442623	0.761904761904762	0.28	0.72	0.0108927327985998	0.748917748917749	8.8	2.4	"Absent"
137	"APT"	0	0.756847669389716	0.243152330610284	0	0.277871621621622	0.722128378378378	0.226830923587921	0	5.6	9	"Present"
138	"APT"	0.729055258467023	0.217105263157895	0.782894736842105	0.707692307692308	0.0877192982456141	0.912280701754386	-0.306288786515048	0.718373783079665	8.4	4.4	"Present"
139	"APT"	0.28030303030303	0.463157894736842	0.536842105263158	0.238461538461538	0.393939393939394	0.606060606060606	-0.0709013027834814	0.259382284382284	7.6	4.6	"Absent"
140	"APT"	0.664007092198582	0.620052770448549	0.379947229551451	0.703900709219858	0.281437125748503	0.718562874251497	0.0899118439375237	0.68395390070922	8.8	6	"Absent"
141	"APT"	0.872340425531915	0.666666666666667	0.333333333333333	0.869503546099291	0.489130434782609	0.510869565217391	0.129292120027799	0.870921985815603	7.4	1.8	"Present"
142	"APT"	0.453383458646617	0.470426409903714	0.529573590096286	0.240909090909091	0.209580838323353	0.790419161676647	-0.0572118789949207	0.347146274777854	7.2	7.4	"Absent"
143	"APT"	0.494444444444444	0.604395604395604	0.395604395604396	0.445532435740514	0.335540838852097	0.664459161147903	0.0723703335601653	0.469988440092479	7.8	5.6	"Present"
144	"APT"	0	0.398148148148148	0.601851851851852	0.0398671096345515	0.29757785467128	0.70242214532872	-0.132554933697379	0.0199335548172758	6.8	6.4	"Absent"
145	"APT"	0.520833333333333	0.652173913043478	0.347826086956522	0.272895467160037	0.239185750636132	0.760814249363868	0.123504533203182	0.396864400246685	9	6.4	"Present"
146	"APT"	0	0.4	0.6	0.0704787234042553	0.336194563662375	0.663805436337625	-0.132048039007258	0.0352393617021277	4	5.8	"Absent"
147	"APT"	0	0.29938900203666	0.70061099796334	0.0520487264673311	0.196261682242991	0.803738317757009	-0.227785402320114	0.0260243632336656	8.8	4.4	"Present"
148	"APT"	0.161067193675889	0.948174322732627	0.0518256772673734	0.156319290465632	0.161629434954008	0.838370565045992	0.422206103217469	0.158693242070761	3.4	3.8	"Absent"
149	"APT"	0.235009671179884	0.584070796460177	0.415929203539823	0.261465721040189	0.481434058898848	0.518565941101152	0.0469643020747164	0.248237696110037	7.4	5.2	"Present"
150	"APT"	0.360386473429952	0.66012084592145	0.33987915407855	0.205838693715982	0.26791277258567	0.73208722741433	0.130450950632903	0.283112583572967	7.6	5.2	"Absent"
151	"APT"	0.743464052287582	0.54140127388535	0.45859872611465	0.684500393391031	0.386533665835411	0.613466334164589	0.00760000582902063	0.713982222839306	8.8	9	"Present"
152	"APT"	0.407317073170732	0.493827160493827	0.506172839506173	0.592105263157895	0.387096774193548	0.612903225806452	-0.0399937197106863	0.499711168164313	7	6.4	"Absent"
153	"APT"	0.722911497105045	0.185074626865672	0.814925373134328	0.714975845410628	0.610169491525424	0.389830508474576	-0.356515513242152	0.718943671257837	8	2.6	"Present"
154	"APT"	0.252771618625277	0.391691394658754	0.608308605341246	0.326148610323313	0.276094276094276	0.723905723905724	-0.138263449089285	0.289460114474295	6	5.6	"Absent"
155	"APT"	0.302020202020202	0.413892908827786	0.586107091172214	0.412878787878788	0.496774193548387	0.503225806451613	-0.123747857495855	0.357449494949495	7	2.4	"Present"
156	"APT"	0.153571428571429	0.561181434599156	0.438818565400844	0.119487908961593	0.478190630048465	0.521809369951535	0.0241879035649199	0.136529668766511	7	5.8	"Absent"
157	"APT"	0.0714285714285715	0.512820512820513	0.487179487179487	0.104554865424431	0.388439306358381	0.611560693641619	-0.0210471255955914	0.0879917184265011	5.8	4	"Present"
158	"APT"	0.488888888888889	0.608695652173913	0.391304347826087	0.25	0.515151515151515	0.484848484848485	0.0704148336306681	0.369444444444444	7.6	7.6	"Absent"
159	"APT"	0.65	0.357142857142857	0.642857142857143	0.758481886141461	0.440476190476191	0.559523809523809	-0.178537141305909	0.70424094307073	6.8	7.2	"Present"
160	"APT"	0	0.314494074749316	0.685505925250684	0.00797872340425532	0.378016085790885	0.621983914209115	-0.219010539848425	0.00398936170212766	9	3.6	"Absent"
161	"APT"	0.430732860520095	0.663621262458472	0.336378737541528	0.371815718157182	0.495254529767041	0.504745470232959	0.126033423552509	0.401274289338638	9	4.6	"Present"
162	"APT"	0.239393939393939	0.298804780876494	0.701195219123506	0	0.32	0.68	-0.232679227819847	0.11969696969697	6.8	6.2	"Absent"
163	"APT"	0.224290780141844	0.301714285714286	0.698285714285714	0.180851063829787	0.38961038961039	0.61038961038961	-0.232194139626648	0.202570921985816	8.2	3.8	"Present"
164	"APT"	0.728506787330317	0.433333333333333	0.566666666666667	0.787878787878788	0.285714285714286	0.714285714285714	-0.0969565597022388	0.758192787604552	7	3.6	"Absent"
165	"APT"	0.552123552123552	0.637931034482759	0.362068965517241	0.425146198830409	0.0386571719226857	0.961342828077314	0.116245738867107	0.488634875476981	7.2	8	"Present"
166	"APT"	0.171775898520085	0.533503509891512	0.466496490108488	0.0365853658536586	0.481012658227848	0.518987341772152	-0.00358830779401106	0.104180632186872	6.8	5.2	"Absent"
167	"APT"	0.658982511923688	0.396270396270396	0.603729603729604	0.5397946084724	0.370990237099024	0.629009762900976	-0.136989519445378	0.599388560198044	7.2	6.6	"Present"
168	"APT"	0.232558139534884	0.575757575757576	0.424242424242424	0.55	0.555555555555556	0.444444444444444	0.0360695502066902	0.391279069767442	4.2	1	"Absent"
169	"APT"	0.194638694638695	0.395079594790159	0.604920405209841	0.19468085106383	0.317040951122853	0.682959048877147	-0.136301355046864	0.194659772851262	7.6	8.2	"Present"
170	"APT"	0.0451936872309899	0.770097670924117	0.229902329075883	0.153846153846154	0.727272727272727	0.272727272727273	0.22442901559076	0.0995199205385719	4.4	6.2	"Absent"
171	"APT"	0.0625000000000001	0.555555555555556	0.444444444444444	0.0217391304347826	0.577777777777778	0.422222222222222	0.0150935661504678	0.0421195652173914	7.2	4.4	"Present"
